State,Region,Assessment Unit ID,Cycle,Water Status,Water Name,Water Type,Water Size,Size Unit,Water Type Group,Monitoring Scheduled Date
VT,1,VT16-12L05,2008,GOOD,TUTTLE (BRUNWK),FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-12L06,2008,GOOD,STEVENS,FRESHWATER LAKE,26,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-12L07,2008,GOOD,LITTLE WHEELER,FRESHWATER LAKE,9,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-13L01,2008,GOOD,SOUTH AMERICA,FRESHWATER LAKE,29,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-13L02,2008,GOOD,MAIDSTONE,FRESHWATER LAKE,745,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-13L03,2008,GOOD,PAUL STREAM,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-13L04,2008,GOOD,UNKNOWN (FERDND),FRESHWATER LAKE,12,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-08L03,2008,GOOD,WOLCOTT,FRESHWATER LAKE,74,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-11L01,2008,GOOD,CAP HILL;,FRESHWATER LAKE,9,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-13L01,2008,GOOD,BEAR,FRESHWATER LAKE,1,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT08-02.07,2008,IMPAIRED,Unnamed tributary to Lower Winooski River,RIVER,0.4,MILES,STREAM/CREEK/RIVER,2010
VT,1,VT08-08.01,2008,IMPAIRED,Muddy Brook ,RIVER,0.1,MILES,STREAM/CREEK/RIVER,2010
VT,1,VT01-03.01,2008,NOT_ASSESSED,Hewitt Brook section,RIVER,0.2,MILES,STREAM/CREEK/RIVER,-
VT,1,VT08-20.03,2008,IMPAIRED,Folsom Brook,RIVER,0.2,MILES,STREAM/CREEK/RIVER,-
VT,1,VT07-13L02,2008,IMPAIRED,LAKE-OF-THE-CLOUDS,FRESHWATER LAKE,1,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-14L01,2008,GOOD,BELVIDERE-NE;,FRESHWATER LAKE,9,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-14L02,2008,GOOD,LOST (BELVDR),FRESHWATER LAKE,3,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L01_01,2008,GOOD,EDEN,FRESHWATER LAKE,55,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L01_02,2008,GOOD,EDEN,FRESHWATER LAKE,100,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L01_03,2008,GOOD,EDEN,FRESHWATER LAKE,39,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L02,2008,GOOD,GUT,FRESHWATER LAKE,13,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L03,2008,GOOD,LONG (EDEN),FRESHWATER LAKE,97,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L04,2008,GOOD,BIG MUDDY,FRESHWATER LAKE,17,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L05,2008,GOOD,SOUTH (EDEN),FRESHWATER LAKE,103,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L06,2008,GOOD,RITTERBUSH,FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L07,2008,GOOD,RITTERBUSH MEADOW;,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L08,2008,GOOD,RUSH,FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-15L09,2008,GOOD,LANDFILL;,FRESHWATER LAKE,7,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-18L01_01,2008,GOOD,SCHOFIELD,FRESHWATER LAKE,26,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT07-18L01_02,2008,GOOD,SCHOFIELD,FRESHWATER LAKE,3,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-11L04,2008,GOOD,NULHEGAN,FRESHWATER LAKE,37,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-11L05,2008,GOOD,MILE,FRESHWATER LAKE,26,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-12L01,2008,GOOD,NOTCH,FRESHWATER LAKE,22,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-12L02_01,2008,GOOD,WEST MOUNTAIN,FRESHWATER LAKE,40,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-12L02_02,2008,GOOD,WEST MOUNTAIN,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-12L03,2008,GOOD,DENNIS,FRESHWATER LAKE,49,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-13L01,2008,GOOD,SUGAR HOLLOW,FRESHWATER LAKE,21,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-14L01,2008,GOOD,SOUTH (CHITDN),FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-14L02,2008,GOOD,LEFFERTS,FRESHWATER LAKE,55,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-14L03,2008,IMPAIRED,CHITTENDEN,FRESHWATER LAKE,702,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-14L04,2008,GOOD,BURR (PITTFD),FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-14L05,2008,IMPAIRED,PATCH,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-14L06,2008,IMPAIRED,BEAVER (MENDON),FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-15L01,2008,IMPAIRED,CHIPMAN,FRESHWATER LAKE,79,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-16L01,2008,GOOD,COOKS (SHRWBY),FRESHWATER LAKE,12,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-16L02,2008,GOOD,JOHNSON (SHRWBY),FRESHWATER LAKE,12,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-17L01,2008,GOOD,STAR,FRESHWATER LAKE,63,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-17L02,2008,GOOD,FIFIELD,FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-17L03,2008,GOOD,WALLINGFORD,FRESHWATER LAKE,87,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-17L04_01,2008,GOOD,SPRING (SHRWBY),FRESHWATER LAKE,41,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-17L04_02,2008,GOOD,SPRING (SHRWBY),FRESHWATER LAKE,25,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L01,2008,GOOD,EMERALD,FRESHWATER LAKE,28,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L02,2008,IMPAIRED,GRIFFITH,FRESHWATER LAKE,13,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L03,2008,IMPAIRED,BIG MUD,FRESHWATER LAKE,15,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L04,2008,GOOD,ELFIN,FRESHWATER LAKE,16,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L05,2008,GOOD,DANBY,FRESHWATER LAKE,56,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L06,2008,IMPAIRED,LONG HOLE,FRESHWATER LAKE,1,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L07,2008,IMPAIRED,LITTLE MUD (MTTABR),FRESHWATER LAKE,7,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-18L08,2008,GOOD,LITTLE ROCK,FRESHWATER LAKE,18,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-01L01_01,2008,IMPAIRED,CHAMP-OTTER CREEK,FRESHWATER LAKE,3981,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-01L01_02,2008,IMPAIRED,CHAMP-OTTER CREEK,FRESHWATER LAKE,416,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-01L01_03,2008,IMPAIRED,CHAMP-OTTER CREEK,FRESHWATER LAKE,21,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-01L01_04,2008,IMPAIRED,CHAMP-OTTER CREEK,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-01L02_01,2008,IMPAIRED,CHAMP-PORT HENRY,FRESHWATER LAKE,8372,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-01L02_02,2008,IMPAIRED,CHAMP-PORT HENRY,FRESHWATER LAKE,925,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-01L02_03,2008,IMPAIRED,CHAMP-PORT HENRY,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-02L01_01,2008,IMPAIRED,CHAMP-SOUTH LAKE,FRESHWATER LAKE,4308,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-02L01_02,2008,IMPAIRED,CHAMP-SOUTH LAKE,FRESHWATER LAKE,1080,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-04L01_01,2008,GOOD,PERCH (BENSON),FRESHWATER LAKE,19,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-04L01_02,2008,GOOD,PERCH (BENSON),FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-04L02,2008,GOOD,BULLHEAD (BENSON),FRESHWATER LAKE,7,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-04L03,2008,GOOD,MUD (BENSON),FRESHWATER LAKE,8,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT04-04L04,2008,GOOD,BROOKSIDE,FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-01L01_01,2008,IMPAIRED,CHAMP-MISSISQUOI BAY,FRESHWATER LAKE,6398,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-01L01_02,2008,IMPAIRED,CHAMP-MISSISQUOI BAY,FRESHWATER LAKE,1600,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-01L02,2008,GOOD,CUTLER,FRESHWATER LAKE,25,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-01L03,2008,GOOD,BULLIS;,FRESHWATER LAKE,11,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-01L04,2008,GOOD,PROPER,FRESHWATER LAKE,9,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-02L01_01,2008,IMPAIRED,CARMI,FRESHWATER LAKE,562,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-02L01_02,2008,IMPAIRED,CARMI,FRESHWATER LAKE,700,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-02L01_03,2008,IMPAIRED,CARMI,FRESHWATER LAKE,130,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-14L01,2008,GOOD,DUTTON,FRESHWATER LAKE,12,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-15L01,2008,GOOD,NEAL,FRESHWATER LAKE,185,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-16L01,2008,GOOD,MILES,FRESHWATER LAKE,215,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-16L02,2008,GOOD,SHADOW (CONCRD),FRESHWATER LAKE,128,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-18L01_01,2008,GOOD,WARDEN,FRESHWATER LAKE,21,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-18L01_02,2008,GOOD,WARDEN,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-18L01_03,2008,GOOD,WARDEN,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-18L02,2008,GOOD,UPPER SYMES,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-18L03,2008,GOOD,LOWER SYMES,FRESHWATER LAKE,57,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-18L04,2008,GOOD,SARAH MOORES ,FRESHWATER LAKE,13,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-18L05,2008,GOOD,COBURN,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-19L01,2008,IMPAIRED,ROUND (NEWBRY),FRESHWATER LAKE,30,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-19L02_01,2008,GOOD,HARRIMAN (NEWBRY),FRESHWATER LAKE,15,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-19L02_02,2008,GOOD,HARRIMAN (NEWBRY),FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-19L03_01,2008,GOOD,HALLS,FRESHWATER LAKE,78,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-19L03_02,2008,IMPAIRED,HALLS,FRESHWATER LAKE,7,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-20L01_01,2008,GOOD,MOREY,FRESHWATER LAKE,437,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-20L01_02,2008,IMPAIRED,MOREY,FRESHWATER LAKE,110,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-20L02,2008,GOOD,CHILDS ,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-21L01,2008,GOOD,LILY (NORWCH),FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-01L01_01,2008,IMPAIRED,MEMPHREMAGOG,FRESHWATER LAKE,5660,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-01L01_02,2008,IMPAIRED,MEMPHREMAGOG,FRESHWATER LAKE,306,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-01L02_01,2008,GOOD,SOUTH BAY,FRESHWATER LAKE,470,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-02L01,2008,GOOD,BEAVER (HOLLND),FRESHWATER LAKE,40,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-02L02,2008,IMPAIRED,TURTLE ,FRESHWATER LAKE,27,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-02L03,2008,IMPAIRED,ROUND (HOLLND),FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-02L04,2008,GOOD,HOLLAND,FRESHWATER LAKE,325,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-02L05,2008,GOOD,LINE (HOLLND),FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-02L06,2008,IMPAIRED,DUCK (HOLLND),FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-03L01,2008,IMPAIRED,LITTLE AVERILL,FRESHWATER LAKE,467,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-03L02,2008,IMPAIRED,GREAT AVERILL,FRESHWATER LAKE,828,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-03L03,2008,IMPAIRED,HALFWAY,FRESHWATER LAKE,22,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-03L04,2008,IMPAIRED,NORTON,FRESHWATER LAKE,583,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L01,2008,GOOD,TOAD (CHARTN),FRESHWATER LAKE,22,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L02_01,2008,GOOD,PENSIONER,FRESHWATER LAKE,29,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L02_02,2008,GOOD,PENSIONER,FRESHWATER LAKE,139,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L02_03,2008,GOOD,PENSIONER,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L03,2008,GOOD,CHARLESTON,FRESHWATER LAKE,40,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L04_01,2008,IMPAIRED,SALEM ,FRESHWATER LAKE,564,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L04_02,2008,IMPAIRED,SALEM ,FRESHWATER LAKE,150,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L04_03,2008,IMPAIRED,SALEM ,FRESHWATER LAKE,50,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L05_01,2008,GOOD,DERBY,FRESHWATER LAKE,197,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L05_02,2008,IMPAIRED,DERBY,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L06_01,2008,GOOD,CLYDE,FRESHWATER LAKE,149,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT17-04L06_02,2008,GOOD,CLYDE,FRESHWATER LAKE,37,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-11.05,2008,IMPAIRED,Mud Hollow Brook from Mouth to 3 mi upstream,RIVER,3,MILES,STREAM/CREEK/RIVER,-
