Teaching_Year,Test_Year,School Name,Test_Name,Level 3 Proficient
2011-2012,2012,Stowe Middle/High School,NECAP Writing Grade 8,0.59375
2011-2012,2012,Sudbury Country School,NECAP Math Grades 3-8,0.466666667
2011-2012,2012,Sudbury Country School,NECAP Reading Grades 3-8,0.6
2011-2012,2012,Sudbury Country School,NECAP Science Grade 4,
2011-2012,2012,Sudbury Country School,NECAP Writing Grade 5,
2011-2012,2012,Summit Street School,NECAP Math Grades 3-8,0.4
2011-2012,2012,Summit Street School,NECAP Reading Grades 3-8,0.52173913
2011-2012,2012,Sunderland Elementary School,NECAP Math Grades 3-8,0.387096774
2011-2012,2012,Sunderland Elementary School,NECAP Reading Grades 3-8,0.387096774
2011-2012,2012,Sunderland Elementary School,NECAP Science Grade 4,
2011-2012,2012,Sunderland Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Sustainability Academy At Barnes,NECAP Math Grades 3-8,0.302521008
2011-2012,2012,Sustainability Academy At Barnes,NECAP Reading Grades 3-8,0.359649123
2011-2012,2012,Sustainability Academy At Barnes,NECAP Science Grade 4,0.304347826
2011-2012,2012,Sustainability Academy At Barnes,NECAP Writing Grade 5,0.263157895
2011-2012,2012,Sutton School,NECAP Math Grades 3-8,0.546875
2011-2012,2012,Sutton School,NECAP Reading Grades 3-8,0.59375
2011-2012,2012,Sutton School,NECAP Science Grade 4,
2011-2012,2012,Sutton School,NECAP Science Grade 8,
2011-2012,2012,Sutton School,NECAP Writing Grade 5,
2011-2012,2012,Sutton School,NECAP Writing Grade 8,
2011-2012,2012,Swanton Schools,NECAP Math Grades 3-8,0.373333333
2011-2012,2012,Swanton Schools,NECAP Reading Grades 3-8,0.512
2011-2012,2012,Swanton Schools,NECAP Science Grade 4,0.236842105
2011-2012,2012,Swanton Schools,NECAP Writing Grade 5,0.276315789
2011-2012,2012,Thatcher Brook Primary US #45,NECAP Math Grades 3-8,0.486631016
2011-2012,2012,Thatcher Brook Primary US #45,NECAP Reading Grades 3-8,0.569148936
2011-2012,2012,Thatcher Brook Primary US #45,NECAP Science Grade 4,0.507936508
2011-2012,2012,Thatcher Brook Primary US #45,NECAP Writing Grade 5,0.419354839
2011-2012,2012,Thetford Elementary School,NECAP Math Grades 3-8,0.547297297
2011-2012,2012,Thetford Elementary School,NECAP Reading Grades 3-8,0.635135135
2011-2012,2012,Thetford Elementary School,NECAP Science Grade 4,0.486486486
2011-2012,2012,Thetford Elementary School,NECAP Writing Grade 5,0.428571429
2011-2012,2012,Thomas Fleming School,NECAP Math Grades 3-8,0.395238095
2011-2012,2012,Thomas Fleming School,NECAP Reading Grades 3-8,0.538095238
2011-2012,2012,Thomas Fleming School,NECAP Science Grade 4,0.586538462
2011-2012,2012,Thomas Fleming School,NECAP Writing Grade 5,0.333333333
2011-2012,2012,Tinmouth Elementary School,NECAP Math Grades 3-8,0.529411765
2011-2012,2012,Tinmouth Elementary School,NECAP Reading Grades 3-8,0.647058824
2011-2012,2012,Tinmouth Elementary School,NECAP Science Grade 4,
2011-2012,2012,Tinmouth Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Townshend Village School,NECAP Math Grades 3-8,0.389830508
2011-2012,2012,Townshend Village School,NECAP Reading Grades 3-8,0.491525424
2011-2012,2012,Townshend Village School,NECAP Science Grade 4,
2011-2012,2012,Townshend Village School,NECAP Writing Grade 5,
2011-2012,2012,Troy School,NECAP Math Grades 3-8,0.311926605
2011-2012,2012,Troy School,NECAP Reading Grades 3-8,0.431192661
2011-2012,2012,Troy School,NECAP Science Grade 4,0.235294118
2011-2012,2012,Troy School,NECAP Science Grade 8,0.214285714
2011-2012,2012,Troy School,NECAP Writing Grade 5,0.117647059
2011-2012,2012,Troy School,NECAP Writing Grade 8,0.583333333
2011-2012,2012,Tunbridge Central School,NECAP Math Grades 3-8,0.535211268
2011-2012,2012,Tunbridge Central School,NECAP Reading Grades 3-8,0.557142857
2011-2012,2012,Tunbridge Central School,NECAP Science Grade 4,
2011-2012,2012,Tunbridge Central School,NECAP Science Grade 8,0.090909091
2011-2012,2012,Tunbridge Central School,NECAP Writing Grade 5,
2011-2012,2012,Tunbridge Central School,NECAP Writing Grade 8,
2011-2012,2012,Twin Valley High School,NECAP Math Grade 11,0.279069767
2011-2012,2012,Twin Valley High School,NECAP Reading Grade 11,0.418604651
2011-2012,2012,Twin Valley High School,NECAP Science Grade 11,0.038461538
2011-2012,2012,Twin Valley High School,NECAP Writing Grade 11,0.511627907
2011-2012,2012,Twin Valley Middle School,NECAP Math Grades 3-8,0.459459459
2011-2012,2012,Twin Valley Middle School,NECAP Reading Grades 3-8,0.5
2011-2012,2012,Twin Valley Middle School,NECAP Science Grade 8,0.210526316
2011-2012,2012,Twin Valley Middle School,NECAP Writing Grade 8,0.365853659
2011-2012,2012,Twinfield US #33,NECAP Math Grade 11,0.083333333
2011-2012,2012,Twinfield US #33,NECAP Math Grades 3-8,0.442105263
2011-2012,2012,Twinfield US #33,NECAP Reading Grade 11,0.375
2011-2012,2012,Twinfield US #33,NECAP Reading Grades 3-8,0.566137566
2011-2012,2012,Twinfield US #33,NECAP Science Grade 11,0.444444444
2011-2012,2012,Twinfield US #33,NECAP Science Grade 4,0.475
2011-2012,2012,Twinfield US #33,NECAP Science Grade 8,0.32
2011-2012,2012,Twinfield US #33,NECAP Writing Grade 11,0.608695652
2011-2012,2012,Twinfield US #33,NECAP Writing Grade 5,0.153846154
2011-2012,2012,Twinfield US #33,NECAP Writing Grade 8,0.5
2011-2012,2012,U32 UHS #32,NECAP Math Grade 11,0.37007874
2011-2012,2012,U32 UHS #32,NECAP Math Grades 3-8,0.371681416
2011-2012,2012,U32 UHS #32,NECAP Reading Grade 11,0.375
2011-2012,2012,U32 UHS #32,NECAP Reading Grades 3-8,0.48245614
2011-2012,2012,U32 UHS #32,NECAP Science Grade 11,0.330769231
2011-2012,2012,U32 UHS #32,NECAP Science Grade 8,0.240310078
2011-2012,2012,U32 UHS #32,NECAP Writing Grade 11,0.417322835
2011-2012,2012,U32 UHS #32,NECAP Writing Grade 8,0.451327434
2011-2012,2012,Underhill Central School,NECAP Math Grades 3-8,0.47311828
2011-2012,2012,Underhill Central School,NECAP Reading Grades 3-8,0.64516129
2011-2012,2012,Underhill Central School,NECAP Science Grade 4,0.837837838
2011-2012,2012,Underhill Central School,NECAP Writing Grade 5,0.558823529
2011-2012,2012,Underhill ID School,NECAP Math Grades 3-8,0.484375
2011-2012,2012,Underhill ID School,NECAP Reading Grades 3-8,0.578125
2011-2012,2012,Underhill ID School,NECAP Science Grade 4,0.631578947
2011-2012,2012,Underhill ID School,NECAP Writing Grade 5,0.421052632
2011-2012,2012,Union Elementary School,NECAP Math Grades 3-8,0.409448819
2011-2012,2012,Union Elementary School,NECAP Reading Grades 3-8,0.55511811
2011-2012,2012,Union Elementary School,NECAP Science Grade 4,0.644067797
2011-2012,2012,Union Elementary School,NECAP Writing Grade 5,0.383333333
2011-2012,2012,Union Memorial School,NECAP Math Grades 3-8,0.575757576
2011-2012,2012,Union Memorial School,NECAP Reading Grades 3-8,0.560606061
2011-2012,2012,Union Street School,NECAP Math Grades 3-8,0.371212121
2011-2012,2012,Union Street School,NECAP Reading Grades 3-8,0.484848485
2011-2012,2012,Union Street School,NECAP Science Grade 4,0.330097087
2011-2012,2012,Union Street School,NECAP Writing Grade 5,0.278350515
2011-2012,2012,Vergennes UES #44,NECAP Math Grades 3-8,0.472527472
2011-2012,2012,Vergennes UES #44,NECAP Reading Grades 3-8,0.516483516
2011-2012,2012,Vergennes UES #44,NECAP Science Grade 4,0.620689655
2011-2012,2012,Vergennes UES #44,NECAP Writing Grade 5,0.551724138
2011-2012,2012,Vergennes UHS #5,NECAP Math Grade 11,0.364705882
2011-2012,2012,Vergennes UHS #5,NECAP Math Grades 3-8,0.426829268
2011-2012,2012,Vergennes UHS #5,NECAP Reading Grade 11,0.5
2011-2012,2012,Vergennes UHS #5,NECAP Reading Grades 3-8,0.457831325
2011-2012,2012,Vergennes UHS #5,NECAP Science Grade 11,0.327102804
2011-2012,2012,Vergennes UHS #5,NECAP Science Grade 8,0.397727273
2011-2012,2012,Vergennes UHS #5,NECAP Writing Grade 11,0.376470588
2011-2012,2012,Vergennes UHS #5,NECAP Writing Grade 8,0.602409639
2011-2012,2012,Vernon Elementary School,NECAP Math Grades 3-8,0.428571429
2011-2012,2012,Vernon Elementary School,NECAP Reading Grades 3-8,0.543478261
2011-2012,2012,Vernon Elementary School,NECAP Science Grade 4,0.545454545
2011-2012,2012,Vernon Elementary School,NECAP Writing Grade 5,0.409090909
2011-2012,2012,Waits River Valley USD #36,NECAP Math Grades 3-8,0.384615385
2011-2012,2012,Waits River Valley USD #36,NECAP Reading Grades 3-8,0.523076923
2011-2012,2012,Waits River Valley USD #36,NECAP Science Grade 4,0.375
2011-2012,2012,Waits River Valley USD #36,NECAP Science Grade 8,0.068965517
2011-2012,2012,Waits River Valley USD #36,NECAP Writing Grade 5,0.36
2011-2012,2012,Waits River Valley USD #36,NECAP Writing Grade 8,0.3
2011-2012,2012,Waitsfield Elementary School,NECAP Math Grades 3-8,0.47368421
2011-2012,2012,Waitsfield Elementary School,NECAP Reading Grades 3-8,0.631578947
2011-2012,2012,Waitsfield Elementary School,NECAP Science Grade 4,0.615384615
2011-2012,2012,Waitsfield Elementary School,NECAP Writing Grade 5,0.384615385
2011-2012,2012,Walden School,NECAP Math Grades 3-8,0.327586207
2011-2012,2012,Walden School,NECAP Reading Grades 3-8,0.5
2011-2012,2012,Walden School,NECAP Science Grade 4,0.25
2011-2012,2012,Walden School,NECAP Science Grade 8,0.230769231
2011-2012,2012,Walden School,NECAP Writing Grade 5,0.083333333
2011-2012,2012,Walden School,NECAP Writing Grade 8,0.363636364
2011-2012,2012,Wallingford Village School,NECAP Math Grades 3-8,0.484210526
2011-2012,2012,Wallingford Village School,NECAP Reading Grades 3-8,0.631578947
2011-2012,2012,Wallingford Village School,NECAP Science Grade 4,0.411764706
2011-2012,2012,Wallingford Village School,NECAP Writing Grade 5,0.4375
2011-2012,2012,Wardsboro Central School,NECAP Math Grades 3-8,0.564102564
2011-2012,2012,Wardsboro Central School,NECAP Reading Grades 3-8,0.615384615
2011-2012,2012,Wardsboro Central School,NECAP Science Grade 4,
2011-2012,2012,Wardsboro Central School,NECAP Writing Grade 5,
2011-2012,2012,Warren Elementary School,NECAP Math Grades 3-8,0.482142857
2011-2012,2012,Warren Elementary School,NECAP Reading Grades 3-8,0.446428571
2011-2012,2012,Warren Elementary School,NECAP Science Grade 4,0.75862069
2011-2012,2012,Warren Elementary School,NECAP Writing Grade 5,0.4
2011-2012,2012,Washington Village School,NECAP Math Grades 3-8,0.489795918
2011-2012,2012,Washington Village School,NECAP Reading Grades 3-8,0.428571429
2011-2012,2012,Washington Village School,NECAP Science Grade 4,0.076923077
2011-2012,2012,Washington Village School,NECAP Science Grade 8,
2011-2012,2012,Washington Village School,NECAP Writing Grade 5,0.153846154
2011-2012,2012,Washington Village School,NECAP Writing Grade 8,
2011-2012,2012,Waterford Elementary School,NECAP Math Grades 3-8,0.458333333
2011-2012,2012,Waterford Elementary School,NECAP Reading Grades 3-8,0.5625
2011-2012,2012,Waterford Elementary School,NECAP Science Grade 4,0.785714286
2011-2012,2012,Waterford Elementary School,NECAP Science Grade 8,0.333333333
2011-2012,2012,Waterford Elementary School,NECAP Writing Grade 5,0.384615385
2011-2012,2012,Waterford Elementary School,NECAP Writing Grade 8,0.409090909
2011-2012,2012,Waterville Elementary School,NECAP Math Grades 3-8,0.5
2011-2012,2012,Waterville Elementary School,NECAP Reading Grades 3-8,0.576923077
2011-2012,2012,Waterville Elementary School,NECAP Science Grade 4,0.384615385
2011-2012,2012,Waterville Elementary School,NECAP Writing Grade 5,0.357142857
2011-2012,2012,Weathersfield School,NECAP Math Grades 3-8,0.458333333
2011-2012,2012,Weathersfield School,NECAP Reading Grades 3-8,0.534722222
2011-2012,2012,Weathersfield School,NECAP Science Grade 4,0.321428571
2011-2012,2012,Weathersfield School,NECAP Science Grade 8,0.375
2011-2012,2012,Weathersfield School,NECAP Writing Grade 5,0.206896552
2011-2012,2012,Weathersfield School,NECAP Writing Grade 8,0.535714286
2011-2012,2012,Wells Village School,NECAP Math Grades 3-8,0.543478261
2011-2012,2012,Wells Village School,NECAP Reading Grades 3-8,0.586956522
2011-2012,2012,Wells Village School,NECAP Science Grade 4,
2011-2012,2012,Wells Village School,NECAP Writing Grade 5,
2011-2012,2012,West Rutland School,NECAP Math Grade 11,0.266666667
2011-2012,2012,West Rutland School,NECAP Math Grades 3-8,0.45751634
2011-2012,2012,West Rutland School,NECAP Reading Grade 11,0.466666667
2011-2012,2012,West Rutland School,NECAP Reading Grades 3-8,0.562091503
2011-2012,2012,West Rutland School,NECAP Science Grade 11,0.125
2011-2012,2012,West Rutland School,NECAP Science Grade 4,0.333333333
2011-2012,2012,West Rutland School,NECAP Science Grade 8,0.523809524
2011-2012,2012,West Rutland School,NECAP Writing Grade 11,0.3
2011-2012,2012,West Rutland School,NECAP Writing Grade 5,0.368421053
2011-2012,2012,West Rutland School,NECAP Writing Grade 8,0.571428571
2011-2012,2012,Westford Elementary School,NECAP Math Grades 3-8,0.466165414
2011-2012,2012,Westford Elementary School,NECAP Reading Grades 3-8,0.571428571
2011-2012,2012,Westford Elementary School,NECAP Science Grade 4,0.565217391
2011-2012,2012,Westford Elementary School,NECAP Science Grade 8,0.4
2011-2012,2012,Westford Elementary School,NECAP Writing Grade 5,0.347826087
2011-2012,2012,Westford Elementary School,NECAP Writing Grade 8,0.5
2011-2012,2012,Westminster Schools,NECAP Math Grades 3-8,0.37037037
2011-2012,2012,Westminster Schools,NECAP Reading Grades 3-8,0.507462687
2011-2012,2012,Westminster Schools,NECAP Science Grade 4,0.428571429
2011-2012,2012,Westminster Schools,NECAP Writing Grade 5,0.454545455
2011-2012,2012,Westshire School,NECAP Math Grades 3-8,0.457627119
2011-2012,2012,Westshire School,NECAP Reading Grades 3-8,0.610169491
2011-2012,2012,Westshire School,NECAP Science Grade 4,0.307692308
2011-2012,2012,Westshire School,NECAP Writing Grade 5,0.272727273
2011-2012,2012,Weybridge Elementary School,NECAP Math Grades 3-8,0.292682927
2011-2012,2012,Weybridge Elementary School,NECAP Reading Grades 3-8,0.43902439
2011-2012,2012,Weybridge Elementary School,NECAP Science Grade 4,
2011-2012,2012,Weybridge Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Math Grade 11,0.095238095
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Math Grades 3-8,0.407407407
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Reading Grade 11,0.409090909
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Reading Grades 3-8,0.555555555
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Science Grade 11,0.176470588
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Science Grade 8,0.176470588
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Writing Grade 11,0.19047619
2011-2012,2012,Whitcomb Jr/Sr High School,NECAP Writing Grade 8,0.423076923
2011-2012,2012,White River School,NECAP Math Grades 3-8,0.379032258
2011-2012,2012,White River School,NECAP Reading Grades 3-8,0.544
2011-2012,2012,White River School,NECAP Science Grade 4,0.666666667
2011-2012,2012,White River School,NECAP Writing Grade 5,0.515151515
2011-2012,2012,Whiting Village School,NECAP Math Grades 3-8,0.470588235
2011-2012,2012,Whiting Village School,NECAP Reading Grades 3-8,0.555555556
2011-2012,2012,Whiting Village School,NECAP Science Grade 4,
2011-2012,2012,Whiting Village School,NECAP Writing Grade 5,
2011-2012,2012,Whitingham Elementary School,NECAP Math Grades 3-8,0.37037037
2011-2012,2012,Whitingham Elementary School,NECAP Reading Grades 3-8,0.444444444
2011-2012,2012,Whitingham Elementary School,NECAP Science Grade 4,0.461538462
2011-2012,2012,Whitingham Elementary School,NECAP Writing Grade 5,0.384615385
2011-2012,2012,Williamstown Elementary School,NECAP Math Grades 3-8,0.370629371
2011-2012,2012,Williamstown Elementary School,NECAP Reading Grades 3-8,0.423611111
2011-2012,2012,Williamstown Elementary School,NECAP Science Grade 4,0.380952381
2011-2012,2012,Williamstown Elementary School,NECAP Writing Grade 5,0.210526316
2011-2012,2012,Williamstown Middle/High School,NECAP Math Grade 11,0.162162162
2011-2012,2012,Williamstown Middle/High School,NECAP Math Grades 3-8,0.395348837
2011-2012,2012,Williamstown Middle/High School,NECAP Reading Grade 11,0.459459459
2011-2012,2012,Williamstown Middle/High School,NECAP Reading Grades 3-8,0.453488372
2011-2012,2012,Williamstown Middle/High School,NECAP Science Grade 11,0.2
2011-2012,2012,Williamstown Middle/High School,NECAP Science Grade 8,0.146341463
2011-2012,2012,Williamstown Middle/High School,NECAP Writing Grade 11,0.243243243
2011-2012,2012,Williamstown Middle/High School,NECAP Writing Grade 8,0.320754717
2011-2012,2012,Williston Schools,NECAP Math Grades 3-8,0.524709302
2011-2012,2012,Williston Schools,NECAP Reading Grades 3-8,0.560232221
2011-2012,2012,Williston Schools,NECAP Science Grade 4,0.634782609
2011-2012,2012,Williston Schools,NECAP Science Grade 8,0.407692308
2011-2012,2012,Williston Schools,NECAP Writing Grade 5,0.401785714
2011-2012,2012,Williston Schools,NECAP Writing Grade 8,0.472222222
2011-2012,2012,Windham Elementary School,NECAP Math Grades 3-8,
2011-2012,2012,Windham Elementary School,NECAP Reading Grades 3-8,
2011-2012,2012,Windham Elementary School,NECAP Science Grade 4,
2011-2012,2012,Windham Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Windsor High School,NECAP Math Grade 11,0.195652174
2011-2012,2012,Windsor High School,NECAP Reading Grade 11,0.47826087
2011-2012,2012,Windsor High School,NECAP Science Grade 11,0.392156863
2011-2012,2012,Windsor High School,NECAP Writing Grade 11,0.152173913
2011-2012,2012,Windsor State Street School,NECAP Math Grades 3-8,0.476190476
2011-2012,2012,Windsor State Street School,NECAP Reading Grades 3-8,0.502673797
2011-2012,2012,Windsor State Street School,NECAP Science Grade 4,0.71875
2011-2012,2012,Windsor State Street School,NECAP Science Grade 8,0.161290323
2011-2012,2012,Windsor State Street School,NECAP Writing Grade 5,0.451612903
2011-2012,2012,Windsor State Street School,NECAP Writing Grade 8,0.529411765
2011-2012,2012,Winooski High School,NECAP Math Grade 11,0.094339623
2011-2012,2012,Winooski High School,NECAP Reading Grade 11,0.245283019
2011-2012,2012,Winooski High School,NECAP Science Grade 11,0.049180328
2011-2012,2012,Winooski High School,NECAP Writing Grade 11,0.301886792
2011-2012,2012,Winooski Middle School,NECAP Math Grades 3-8,0.227272727
2011-2012,2012,Winooski Middle School,NECAP Reading Grades 3-8,0.341176471
2011-2012,2012,Winooski Middle School,NECAP Science Grade 8,0.1
2011-2012,2012,Winooski Middle School,NECAP Writing Grade 8,0.264705882
2011-2012,2012,Wolcott Elementary School,NECAP Math Grades 3-8,0.423529412
2011-2012,2012,Wolcott Elementary School,NECAP Reading Grades 3-8,0.635294118
2011-2012,2012,Wolcott Elementary School,NECAP Science Grade 4,0.588235294
2011-2012,2012,Wolcott Elementary School,NECAP Writing Grade 5,0.444444444
2011-2012,2012,Woodbury Elementary School,NECAP Math Grades 3-8,0.333333333
2011-2012,2012,Woodbury Elementary School,NECAP Reading Grades 3-8,0.515151515
2011-2012,2012,Woodbury Elementary School,NECAP Science Grade 4,
2011-2012,2012,Woodbury Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Woodford Hollow School,NECAP Math Grades 3-8,0.5
2011-2012,2012,Woodford Hollow School,NECAP Reading Grades 3-8,0.6
2011-2012,2012,Woodford Hollow School,NECAP Science Grade 4,
2011-2012,2012,Woodford Hollow School,NECAP Writing Grade 5,
2011-2012,2012,Woodstock Elementary School,NECAP Math Grades 3-8,0.547445255
2011-2012,2012,Woodstock Elementary School,NECAP Reading Grades 3-8,0.445255474
2011-2012,2012,Woodstock Elementary School,NECAP Science Grade 4,0.714285714
2011-2012,2012,Woodstock Elementary School,NECAP Writing Grade 5,0.481481481
2011-2012,2012,Woodstock Senior UHS #4,NECAP Math Grade 11,0.386363636
2011-2012,2012,Woodstock Senior UHS #4,NECAP Reading Grade 11,0.539325843
2011-2012,2012,Woodstock Senior UHS #4,NECAP Science Grade 11,0.352941176
2011-2012,2012,Woodstock Senior UHS #4,NECAP Writing Grade 11,0.390804598
2011-2012,2012,Woodstock Union Middle School,NECAP Math Grades 3-8,0.480519481
2011-2012,2012,Woodstock Union Middle School,NECAP Reading Grades 3-8,0.532467532
2011-2012,2012,Woodstock Union Middle School,NECAP Science Grade 8,0.404255319
2011-2012,2012,Woodstock Union Middle School,NECAP Writing Grade 8,0.584415584
