Teaching_Year,Test_Year,School Name,Test_Name,Level 3 Proficient
2011-2012,2012,Mt. Holly School,NECAP Math Grades 3-8,0.482758621
2011-2012,2012,Mt. Holly School,NECAP Reading Grades 3-8,0.655172414
2011-2012,2012,Mt. Holly School,NECAP Science Grade 4,0.733333333
2011-2012,2012,Mt. Holly School,NECAP Writing Grade 5,0.466666667
2011-2012,2012,Mt. Mansfield US #17,NECAP Math Grade 11,0.495327103
2011-2012,2012,Mt. Mansfield US #17,NECAP Reading Grade 11,0.435185185
2011-2012,2012,Mt. Mansfield US #17,NECAP Science Grade 11,0.379912664
2011-2012,2012,Mt. Mansfield US #17,NECAP Writing Grade 11,0.56744186
2011-2012,2012,Neshobe School,NECAP Math Grades 3-8,0.411504425
2011-2012,2012,Neshobe School,NECAP Reading Grades 3-8,0.5
2011-2012,2012,Neshobe School,NECAP Science Grade 4,0.487179487
2011-2012,2012,Neshobe School,NECAP Writing Grade 5,0.432432432
2011-2012,2012,Newark School,NECAP Math Grades 3-8,0.516129032
2011-2012,2012,Newark School,NECAP Reading Grades 3-8,0.516129032
2011-2012,2012,Newark School,NECAP Science Grade 4,
2011-2012,2012,Newark School,NECAP Science Grade 8,
2011-2012,2012,Newark School,NECAP Writing Grade 5,
2011-2012,2012,Newark School,NECAP Writing Grade 8,
2011-2012,2012,Newbrook Elementary School,NECAP Math Grades 3-8,0.380434783
2011-2012,2012,Newbrook Elementary School,NECAP Reading Grades 3-8,0.597826087
2011-2012,2012,Newbrook Elementary School,NECAP Science Grade 4,0.647058824
2011-2012,2012,Newbrook Elementary School,NECAP Writing Grade 5,0.352941176
2011-2012,2012,Newbury Elementary School,NECAP Math Grades 3-8,0.421686747
2011-2012,2012,Newbury Elementary School,NECAP Reading Grades 3-8,0.493975904
2011-2012,2012,Newbury Elementary School,NECAP Science Grade 4,0.19047619
2011-2012,2012,Newbury Elementary School,NECAP Writing Grade 5,0.333333333
2011-2012,2012,Newport City Elementary Schools,NECAP Math Grades 3-8,0.514851485
2011-2012,2012,Newport City Elementary Schools,NECAP Reading Grades 3-8,0.517241379
2011-2012,2012,Newport City Elementary Schools,NECAP Science Grade 4,0.674418605
2011-2012,2012,Newport City Elementary Schools,NECAP Writing Grade 5,0.261904762
2011-2012,2012,Newport Town School,NECAP Math Grades 3-8,0.50877193
2011-2012,2012,Newport Town School,NECAP Reading Grades 3-8,0.456140351
2011-2012,2012,Newport Town School,NECAP Science Grade 4,0.466666667
2011-2012,2012,Newport Town School,NECAP Writing Grade 5,0.2
2011-2012,2012,Newton School,NECAP Math Grades 3-8,0.340909091
2011-2012,2012,Newton School,NECAP Reading Grades 3-8,0.477272727
2011-2012,2012,Newton School,NECAP Science Grade 4,0.8
2011-2012,2012,Newton School,NECAP Science Grade 8,0.333333333
2011-2012,2012,Newton School,NECAP Writing Grade 5,0.571428571
2011-2012,2012,Newton School,NECAP Writing Grade 8,0.411764706
2011-2012,2012,North Bennington Graded School,NECAP Math Grades 3-8,0.566666667
2011-2012,2012,North Bennington Graded School,NECAP Reading Grades 3-8,0.622222222
2011-2012,2012,North Bennington Graded School,NECAP Science Grade 4,0.6
2011-2012,2012,North Bennington Graded School,NECAP Writing Grade 5,0.45
2011-2012,2012,North Country UHS #22A,NECAP Math Grade 11,0.195876289
2011-2012,2012,North Country UHS #22A,NECAP Reading Grade 11,0.384615385
2011-2012,2012,North Country UHS #22A,NECAP Science Grade 11,0.140625
2011-2012,2012,North Country UHS #22A,NECAP Writing Grade 11,0.345177665
2011-2012,2012,North Country Union Junior UHS #22B,NECAP Math Grades 3-8,0.397260274
2011-2012,2012,North Country Union Junior UHS #22B,NECAP Reading Grades 3-8,0.520547945
2011-2012,2012,North Country Union Junior UHS #22B,NECAP Science Grade 8,0.219858156
2011-2012,2012,North Country Union Junior UHS #22B,NECAP Writing Grade 8,0.438356164
2011-2012,2012,North Hero School,NECAP Math Grades 3-8,0.486486486
2011-2012,2012,North Hero School,NECAP Reading Grades 3-8,0.459459459
2011-2012,2012,North Hero School,NECAP Science Grade 4,
2011-2012,2012,North Hero School,NECAP Writing Grade 5,
2011-2012,2012,Northeast Primary School,NECAP Math Grades 3-8,0.410958904
2011-2012,2012,Northeast Primary School,NECAP Reading Grades 3-8,0.540540541
2011-2012,2012,Northfield Elementary School,NECAP Math Grades 3-8,0.442622951
2011-2012,2012,Northfield Elementary School,NECAP Reading Grades 3-8,0.524590164
2011-2012,2012,Northfield Elementary School,NECAP Science Grade 4,0.456521739
2011-2012,2012,Northfield Elementary School,NECAP Writing Grade 5,0.186046512
2011-2012,2012,Northfield Middle/High School,NECAP Math Grade 11,0.4
2011-2012,2012,Northfield Middle/High School,NECAP Math Grades 3-8,0.393258427
2011-2012,2012,Northfield Middle/High School,NECAP Reading Grade 11,0.372093023
2011-2012,2012,Northfield Middle/High School,NECAP Reading Grades 3-8,0.670454545
2011-2012,2012,Northfield Middle/High School,NECAP Science Grade 11,0.319148936
2011-2012,2012,Northfield Middle/High School,NECAP Science Grade 8,0.28
2011-2012,2012,Northfield Middle/High School,NECAP Writing Grade 11,0.604651163
2011-2012,2012,Northfield Middle/High School,NECAP Writing Grade 8,0.282051282
2011-2012,2012,Northwest Primary School,NECAP Math Grades 3-8,0.475
2011-2012,2012,Northwest Primary School,NECAP Reading Grades 3-8,0.430379747
2011-2012,2012,Oak Grove School,NECAP Math Grades 3-8,0.506024096
2011-2012,2012,Oak Grove School,NECAP Reading Grades 3-8,0.457831325
2011-2012,2012,Oak Grove School,NECAP Science Grade 4,0.368421053
2011-2012,2012,Oak Grove School,NECAP Writing Grade 5,0.352941176
2011-2012,2012,Orange Center School,NECAP Math Grades 3-8,0.259259259
2011-2012,2012,Orange Center School,NECAP Reading Grades 3-8,0.481481481
2011-2012,2012,Orange Center School,NECAP Science Grade 4,0.272727273
2011-2012,2012,Orange Center School,NECAP Science Grade 8,0.357142857
2011-2012,2012,Orange Center School,NECAP Writing Grade 5,0.363636364
2011-2012,2012,Orange Center School,NECAP Writing Grade 8,0.25
2011-2012,2012,Orchard School,NECAP Math Grades 3-8,0.489451477
2011-2012,2012,Orchard School,NECAP Reading Grades 3-8,0.565400844
2011-2012,2012,Orchard School,NECAP Science Grade 4,0.776119403
2011-2012,2012,Orchard School,NECAP Writing Grade 5,0.352941176
2011-2012,2012,Orleans Elementary School,NECAP Math Grades 3-8,0.561643836
2011-2012,2012,Orleans Elementary School,NECAP Reading Grades 3-8,0.661971831
2011-2012,2012,Orleans Elementary School,NECAP Science Grade 4,0.214285714
2011-2012,2012,Orleans Elementary School,NECAP Science Grade 8,0.642857143
2011-2012,2012,Orleans Elementary School,NECAP Writing Grade 5,0.5
2011-2012,2012,Orleans Elementary School,NECAP Writing Grade 8,0.416666667
2011-2012,2012,Orwell Village School,NECAP Math Grades 3-8,0.448275862
2011-2012,2012,Orwell Village School,NECAP Reading Grades 3-8,0.574712644
2011-2012,2012,Orwell Village School,NECAP Science Grade 4,0.692307692
2011-2012,2012,Orwell Village School,NECAP Science Grade 8,0.416666667
2011-2012,2012,Orwell Village School,NECAP Writing Grade 5,0.461538462
2011-2012,2012,Orwell Village School,NECAP Writing Grade 8,0.5
2011-2012,2012,Ottauquechee School,NECAP Math Grades 3-8,0.449152542
2011-2012,2012,Ottauquechee School,NECAP Reading Grades 3-8,0.56779661
2011-2012,2012,Ottauquechee School,NECAP Science Grade 4,0.666666667
2011-2012,2012,Ottauquechee School,NECAP Writing Grade 5,0.454545455
2011-2012,2012,Otter Valley UHS #8,NECAP Math Grade 11,0.212121212
2011-2012,2012,Otter Valley UHS #8,NECAP Math Grades 3-8,0.371428571
2011-2012,2012,Otter Valley UHS #8,NECAP Reading Grade 11,0.383838384
2011-2012,2012,Otter Valley UHS #8,NECAP Reading Grades 3-8,0.457142857
2011-2012,2012,Otter Valley UHS #8,NECAP Science Grade 11,0.227272727
2011-2012,2012,Otter Valley UHS #8,NECAP Science Grade 8,0.103092784
2011-2012,2012,Otter Valley UHS #8,NECAP Writing Grade 11,0.323232323
2011-2012,2012,Otter Valley UHS #8,NECAP Writing Grade 8,0.461538462
2011-2012,2012,Oxbow UHS #30,NECAP Math Grade 11,0.272727273
2011-2012,2012,Oxbow UHS #30,NECAP Math Grades 3-8,0.380952381
2011-2012,2012,Oxbow UHS #30,NECAP Reading Grade 11,0.46969697
2011-2012,2012,Oxbow UHS #30,NECAP Reading Grades 3-8,0.452380952
2011-2012,2012,Oxbow UHS #30,NECAP Science Grade 11,0.407407407
2011-2012,2012,Oxbow UHS #30,NECAP Science Grade 8,0.15625
2011-2012,2012,Oxbow UHS #30,NECAP Writing Grade 11,0.46969697
2011-2012,2012,Oxbow UHS #30,NECAP Writing Grade 8,0.404761905
2011-2012,2012,Peacham Elementary School,NECAP Math Grades 3-8,0.523809524
2011-2012,2012,Peacham Elementary School,NECAP Reading Grades 3-8,0.523809524
2011-2012,2012,Peacham Elementary School,NECAP Science Grade 4,
2011-2012,2012,Peacham Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Peoples Academy,NECAP Math Grade 11,0.265625
2011-2012,2012,Peoples Academy,NECAP Reading Grade 11,0.476923077
2011-2012,2012,Peoples Academy,NECAP Science Grade 11,0.28358209
2011-2012,2012,Peoples Academy,NECAP Writing Grade 11,0.454545455
2011-2012,2012,Peoples Academy Middle School,NECAP Math Grades 3-8,0.47029703
2011-2012,2012,Peoples Academy Middle School,NECAP Reading Grades 3-8,0.48019802
2011-2012,2012,Peoples Academy Middle School,NECAP Science Grade 8,0.260869565
2011-2012,2012,Peoples Academy Middle School,NECAP Writing Grade 8,0.333333333
2011-2012,2012,Pomfret School,NECAP Math Grades 3-8,0.4375
2011-2012,2012,Pomfret School,NECAP Reading Grades 3-8,0.541666667
2011-2012,2012,Pomfret School,NECAP Science Grade 4,0.818181818
2011-2012,2012,Pomfret School,NECAP Writing Grade 5,0.363636364
2011-2012,2012,Porters Point School,NECAP Math Grades 3-8,0.38961039
2011-2012,2012,Porters Point School,NECAP Reading Grades 3-8,0.448717949
2011-2012,2012,Poultney Elementary School,NECAP Math Grades 3-8,0.403361345
2011-2012,2012,Poultney Elementary School,NECAP Reading Grades 3-8,0.56302521
2011-2012,2012,Poultney Elementary School,NECAP Science Grade 4,0.6
2011-2012,2012,Poultney Elementary School,NECAP Writing Grade 5,0.35
2011-2012,2012,Poultney High School,NECAP Math Grade 11,0.205882353
2011-2012,2012,Poultney High School,NECAP Math Grades 3-8,0.264705882
2011-2012,2012,Poultney High School,NECAP Reading Grade 11,0.294117647
2011-2012,2012,Poultney High School,NECAP Reading Grades 3-8,0.441176471
2011-2012,2012,Poultney High School,NECAP Science Grade 11,0.184210526
2011-2012,2012,Poultney High School,NECAP Science Grade 8,0.095238095
2011-2012,2012,Poultney High School,NECAP Writing Grade 11,0.323529412
2011-2012,2012,Poultney High School,NECAP Writing Grade 8,0.352941176
2011-2012,2012,Pownal Elementary School,NECAP Math Grades 3-8,0.346590909
2011-2012,2012,Pownal Elementary School,NECAP Reading Grades 3-8,0.45505618
2011-2012,2012,Pownal Elementary School,NECAP Science Grade 4,0.307692308
2011-2012,2012,Pownal Elementary School,NECAP Writing Grade 5,0.41025641
2011-2012,2012,Proctor Elementary School,NECAP Math Grades 3-8,0.414414414
2011-2012,2012,Proctor Elementary School,NECAP Reading Grades 3-8,0.504504504
2011-2012,2012,Proctor Elementary School,NECAP Science Grade 4,0.35
2011-2012,2012,Proctor Elementary School,NECAP Writing Grade 5,0.263157895
2011-2012,2012,Proctor Junior/Senior High School,NECAP Math Grade 11,0.304347826
2011-2012,2012,Proctor Junior/Senior High School,NECAP Math Grades 3-8,0.615384615
2011-2012,2012,Proctor Junior/Senior High School,NECAP Reading Grade 11,0.608695652
2011-2012,2012,Proctor Junior/Senior High School,NECAP Reading Grades 3-8,0.384615385
2011-2012,2012,Proctor Junior/Senior High School,NECAP Science Grade 11,0.128205128
2011-2012,2012,Proctor Junior/Senior High School,NECAP Science Grade 8,0.19047619
2011-2012,2012,Proctor Junior/Senior High School,NECAP Writing Grade 11,0.260869565
2011-2012,2012,Proctor Junior/Senior High School,NECAP Writing Grade 8,0.461538462
2011-2012,2012,Putney Central School,NECAP Math Grades 3-8,0.418181818
2011-2012,2012,Putney Central School,NECAP Reading Grades 3-8,0.436363636
2011-2012,2012,Putney Central School,NECAP Science Grade 4,0.375
2011-2012,2012,Putney Central School,NECAP Science Grade 8,0.380952381
2011-2012,2012,Putney Central School,NECAP Writing Grade 5,0.105263158
2011-2012,2012,Putney Central School,NECAP Writing Grade 8,0.393939394
2011-2012,2012,Randolph Elementary School,NECAP Math Grades 3-8,0.392344498
2011-2012,2012,Randolph Elementary School,NECAP Reading Grades 3-8,0.497607655
2011-2012,2012,Randolph Elementary School,NECAP Science Grade 4,0.4
2011-2012,2012,Randolph Elementary School,NECAP Writing Grade 5,0.236363636
2011-2012,2012,Randolph UHS #2,NECAP Math Grade 11,0.219178082
2011-2012,2012,Randolph UHS #2,NECAP Math Grades 3-8,0.446153846
2011-2012,2012,Randolph UHS #2,NECAP Reading Grade 11,0.405405405
2011-2012,2012,Randolph UHS #2,NECAP Reading Grades 3-8,0.461538462
2011-2012,2012,Randolph UHS #2,NECAP Science Grade 11,0.194029851
2011-2012,2012,Randolph UHS #2,NECAP Science Grade 8,0.223529412
2011-2012,2012,Randolph UHS #2,NECAP Writing Grade 11,0.283783784
2011-2012,2012,Randolph UHS #2,NECAP Writing Grade 8,0.46875
2011-2012,2012,Reading Elementary School,NECAP Math Grades 3-8,0.666666667
2011-2012,2012,Reading Elementary School,NECAP Reading Grades 3-8,0.571428571
2011-2012,2012,Reading Elementary School,NECAP Science Grade 4,
2011-2012,2012,Reading Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Readsboro Elementary School,NECAP Math Grades 3-8,0.575
2011-2012,2012,Readsboro Elementary School,NECAP Reading Grades 3-8,0.7
2011-2012,2012,Readsboro Elementary School,NECAP Science Grade 4,
2011-2012,2012,Readsboro Elementary School,NECAP Science Grade 8,
2011-2012,2012,Readsboro Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Readsboro Elementary School,NECAP Writing Grade 8,
2011-2012,2012,Richford Elementary School,NECAP Math Grades 3-8,0.291390728
2011-2012,2012,Richford Elementary School,NECAP Reading Grades 3-8,0.490066225
2011-2012,2012,Richford Elementary School,NECAP Science Grade 4,0.172413793
2011-2012,2012,Richford Elementary School,NECAP Writing Grade 5,0.321428571
2011-2012,2012,Richford Junior/Senior High School,NECAP Math Grade 11,0.136363636
2011-2012,2012,Richford Junior/Senior High School,NECAP Math Grades 3-8,0.272727273
2011-2012,2012,Richford Junior/Senior High School,NECAP Reading Grade 11,0.613636364
2011-2012,2012,Richford Junior/Senior High School,NECAP Reading Grades 3-8,0.454545455
2011-2012,2012,Richford Junior/Senior High School,NECAP Science Grade 11,0.125
2011-2012,2012,Richford Junior/Senior High School,NECAP Science Grade 8,0.148148148
2011-2012,2012,Richford Junior/Senior High School,NECAP Writing Grade 11,0.4
2011-2012,2012,Richford Junior/Senior High School,NECAP Writing Grade 8,0.272727273
2011-2012,2012,Richmond Elementary School,NECAP Math Grades 3-8,0.428571429
2011-2012,2012,Richmond Elementary School,NECAP Reading Grades 3-8,0.472049689
2011-2012,2012,Richmond Elementary School,NECAP Science Grade 4,0.689655172
2011-2012,2012,Richmond Elementary School,NECAP Writing Grade 5,0.315789474
2011-2012,2012,Rick Marcotte Central School,NECAP Math Grades 3-8,0.455696202
2011-2012,2012,Rick Marcotte Central School,NECAP Reading Grades 3-8,0.540084388
2011-2012,2012,Rick Marcotte Central School,NECAP Science Grade 4,0.681818182
2011-2012,2012,Rick Marcotte Central School,NECAP Writing Grade 5,0.426470588
2011-2012,2012,Ripton Elementary School,NECAP Math Grades 3-8,0.483870968
2011-2012,2012,Ripton Elementary School,NECAP Reading Grades 3-8,0.64516129
2011-2012,2012,Ripton Elementary School,NECAP Science Grade 4,
2011-2012,2012,Ripton Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Rivendell Academy,NECAP Math Grade 11,0.464285714
2011-2012,2012,Rivendell Academy,NECAP Math Grades 3-8,0.6
2011-2012,2012,Rivendell Academy,NECAP Reading Grade 11,0.464285714
2011-2012,2012,Rivendell Academy,NECAP Reading Grades 3-8,0.64
2011-2012,2012,Rivendell Academy,NECAP Science Grade 11,0.404255319
2011-2012,2012,Rivendell Academy,NECAP Science Grade 8,0.315789474
2011-2012,2012,Rivendell Academy,NECAP Writing Grade 11,0.75
2011-2012,2012,Rivendell Academy,NECAP Writing Grade 8,0.48
2011-2012,2012,Riverside Middle School,NECAP Math Grades 3-8,0.394594595
2011-2012,2012,Riverside Middle School,NECAP Reading Grades 3-8,0.591397849
2011-2012,2012,Riverside Middle School,NECAP Science Grade 8,0.140350877
2011-2012,2012,Riverside Middle School,NECAP Writing Grade 8,0.554347826
2011-2012,2012,Robinson School,NECAP Math Grades 3-8,0.469565217
2011-2012,2012,Robinson School,NECAP Reading Grades 3-8,0.565217391
2011-2012,2012,Robinson School,NECAP Science Grade 4,0.526315789
2011-2012,2012,Robinson School,NECAP Writing Grade 5,0.388888889
2011-2012,2012,Rochester School,NECAP Math Grade 11,0.166666667
2011-2012,2012,Rochester School,NECAP Math Grades 3-8,0.410714286
2011-2012,2012,Rochester School,NECAP Reading Grade 11,0.5
2011-2012,2012,Rochester School,NECAP Reading Grades 3-8,0.446428571
2011-2012,2012,Rochester School,NECAP Science Grade 11,
2011-2012,2012,Rochester School,NECAP Science Grade 4,
2011-2012,2012,Rochester School,NECAP Science Grade 8,0.153846154
2011-2012,2012,Rochester School,NECAP Writing Grade 11,0.083333333
2011-2012,2012,Rochester School,NECAP Writing Grade 5,
2011-2012,2012,Rochester School,NECAP Writing Grade 8,0.545454545
2011-2012,2012,Roxbury Village School,NECAP Math Grades 3-8,0.32
2011-2012,2012,Roxbury Village School,NECAP Reading Grades 3-8,0.4
2011-2012,2012,Roxbury Village School,NECAP Science Grade 4,
2011-2012,2012,Roxbury Village School,NECAP Writing Grade 5,
2011-2012,2012,Rumney Memorial School,NECAP Math Grades 3-8,0.470588235
2011-2012,2012,Rumney Memorial School,NECAP Reading Grades 3-8,0.450980392
2011-2012,2012,Rumney Memorial School,NECAP Science Grade 4,0.818181818
2011-2012,2012,Rumney Memorial School,NECAP Writing Grade 5,0.285714286
2011-2012,2012,Rutland High School,NECAP Math Grade 11,0.336363636
2011-2012,2012,Rutland High School,NECAP Reading Grade 11,0.486486486
2011-2012,2012,Rutland High School,NECAP Science Grade 11,0.385245902
2011-2012,2012,Rutland High School,NECAP Writing Grade 11,0.343891403
2011-2012,2012,Rutland Intermediate School,NECAP Math Grades 3-8,0.404181185
2011-2012,2012,Rutland Intermediate School,NECAP Reading Grades 3-8,0.514782609
2011-2012,2012,Rutland Intermediate School,NECAP Science Grade 4,0.293706294
2011-2012,2012,Rutland Intermediate School,NECAP Writing Grade 5,0.387323944
2011-2012,2012,Rutland Middle School,NECAP Math Grades 3-8,0.430379747
2011-2012,2012,Rutland Middle School,NECAP Reading Grades 3-8,0.626582278
2011-2012,2012,Rutland Middle School,NECAP Science Grade 8,0.257352941
2011-2012,2012,Rutland Middle School,NECAP Writing Grade 8,0.518987342
2011-2012,2012,Rutland Town Elementary School,NECAP Math Grades 3-8,0.470046083
2011-2012,2012,Rutland Town Elementary School,NECAP Reading Grades 3-8,0.504587156
2011-2012,2012,Rutland Town Elementary School,NECAP Science Grade 4,0.488372093
2011-2012,2012,Rutland Town Elementary School,NECAP Science Grade 8,0.390243902
2011-2012,2012,Rutland Town Elementary School,NECAP Writing Grade 5,0.342105263
2011-2012,2012,Rutland Town Elementary School,NECAP Writing Grade 8,0.666666667
2011-2012,2012,Salisbury Community School,NECAP Math Grades 3-8,0.444444444
2011-2012,2012,Salisbury Community School,NECAP Reading Grades 3-8,0.574074074
2011-2012,2012,Salisbury Community School,NECAP Science Grade 4,0.384615385
2011-2012,2012,Salisbury Community School,NECAP Writing Grade 5,0.538461538
2011-2012,2012,Samuel Morey Elementary School,NECAP Math Grades 3-8,0.425531915
2011-2012,2012,Samuel Morey Elementary School,NECAP Reading Grades 3-8,0.542553191
2011-2012,2012,Samuel Morey Elementary School,NECAP Science Grade 4,0.368421053
2011-2012,2012,Samuel Morey Elementary School,NECAP Writing Grade 5,0.421052632
2011-2012,2012,Saxtons River Elementary School,NECAP Math Grades 3-8,0.441176471
2011-2012,2012,Saxtons River Elementary School,NECAP Reading Grades 3-8,0.470588235
2011-2012,2012,Saxtons River Elementary School,NECAP Science Grade 4,0.55
2011-2012,2012,Saxtons River Elementary School,NECAP Writing Grade 5,0.3
2011-2012,2012,Shaftsbury Elementary School,NECAP Math Grades 3-8,0.476190476
2011-2012,2012,Shaftsbury Elementary School,NECAP Reading Grades 3-8,0.547945205
2011-2012,2012,Shaftsbury Elementary School,NECAP Science Grade 4,0.375
2011-2012,2012,Shaftsbury Elementary School,NECAP Writing Grade 5,0.5
2011-2012,2012,Sharon Elementary School,NECAP Math Grades 3-8,0.447761194
2011-2012,2012,Sharon Elementary School,NECAP Reading Grades 3-8,0.492537313
2011-2012,2012,Sharon Elementary School,NECAP Science Grade 4,0.615384615
2011-2012,2012,Sharon Elementary School,NECAP Writing Grade 5,0.333333333
2011-2012,2012,Shelburne Community School,NECAP Math Grades 3-8,0.449275362
2011-2012,2012,Shelburne Community School,NECAP Reading Grades 3-8,0.518595041
2011-2012,2012,Shelburne Community School,NECAP Science Grade 4,0.66
2011-2012,2012,Shelburne Community School,NECAP Science Grade 8,0.56
2011-2012,2012,Shelburne Community School,NECAP Writing Grade 5,0.381443299
2011-2012,2012,Shelburne Community School,NECAP Writing Grade 8,0.376470588
2011-2012,2012,Sheldon Elementary School,NECAP Math Grades 3-8,0.379084967
2011-2012,2012,Sheldon Elementary School,NECAP Reading Grades 3-8,0.48051948
2011-2012,2012,Sheldon Elementary School,NECAP Science Grade 4,0.269230769
2011-2012,2012,Sheldon Elementary School,NECAP Science Grade 8,0.185185185
2011-2012,2012,Sheldon Elementary School,NECAP Writing Grade 5,0.166666667
2011-2012,2012,Sheldon Elementary School,NECAP Writing Grade 8,0.363636364
2011-2012,2012,Shoreham Elementary School,NECAP Math Grades 3-8,0.38
2011-2012,2012,Shoreham Elementary School,NECAP Reading Grades 3-8,0.48
2011-2012,2012,Shoreham Elementary School,NECAP Science Grade 4,0.384615385
2011-2012,2012,Shoreham Elementary School,NECAP Writing Grade 5,0.307692308
2011-2012,2012,Shrewsbury Mountain School,NECAP Math Grades 3-8,0.419354839
2011-2012,2012,Shrewsbury Mountain School,NECAP Reading Grades 3-8,0.548387097
2011-2012,2012,Shrewsbury Mountain School,NECAP Science Grade 4,
2011-2012,2012,Shrewsbury Mountain School,NECAP Writing Grade 5,
2011-2012,2012,Smilie Memorial School,NECAP Math Grades 3-8,0.387096774
2011-2012,2012,Smilie Memorial School,NECAP Reading Grades 3-8,0.5
2011-2012,2012,Smilie Memorial School,NECAP Science Grade 4,0.538461538
2011-2012,2012,Smilie Memorial School,NECAP Writing Grade 5,0.333333333
2011-2012,2012,South Burlington High School,NECAP Math Grade 11,0.476923077
2011-2012,2012,South Burlington High School,NECAP Reading Grade 11,0.365979381
2011-2012,2012,South Burlington High School,NECAP Science Grade 11,0.449275362
2011-2012,2012,South Burlington High School,NECAP Writing Grade 11,0.613402062
2011-2012,2012,South Royalton Elem/High School,NECAP Math Grade 11,0.457142857
2011-2012,2012,South Royalton Elem/High School,NECAP Math Grades 3-8,0.503875969
2011-2012,2012,South Royalton Elem/High School,NECAP Reading Grade 11,0.457142857
2011-2012,2012,South Royalton Elem/High School,NECAP Reading Grades 3-8,0.682170543
2011-2012,2012,South Royalton Elem/High School,NECAP Science Grade 11,0.138888889
2011-2012,2012,South Royalton Elem/High School,NECAP Science Grade 4,0.523809524
2011-2012,2012,South Royalton Elem/High School,NECAP Science Grade 8,0.352941176
2011-2012,2012,South Royalton Elem/High School,NECAP Writing Grade 11,0.628571429
2011-2012,2012,South Royalton Elem/High School,NECAP Writing Grade 5,0.428571429
2011-2012,2012,South Royalton Elem/High School,NECAP Writing Grade 8,0.625
2011-2012,2012,Spaulding UHS #41,NECAP Math Grade 11,0.306818182
2011-2012,2012,Spaulding UHS #41,NECAP Reading Grade 11,0.494382022
2011-2012,2012,Spaulding UHS #41,NECAP Science Grade 11,0.218579235
2011-2012,2012,Spaulding UHS #41,NECAP Writing Grade 11,0.406779661
2011-2012,2012,Springfield High School,NECAP Math Grade 11,0.327102804
2011-2012,2012,Springfield High School,NECAP Reading Grade 11,0.37962963
2011-2012,2012,Springfield High School,NECAP Science Grade 11,0.164948454
2011-2012,2012,Springfield High School,NECAP Writing Grade 11,0.429906542
2011-2012,2012,St Albans City School,NECAP Math Grades 3-8,0.444186046
2011-2012,2012,St Albans City School,NECAP Reading Grades 3-8,0.484918793
2011-2012,2012,St Albans City School,NECAP Science Grade 4,0.281690141
2011-2012,2012,St Albans City School,NECAP Science Grade 8,0.142857143
2011-2012,2012,St Albans City School,NECAP Writing Grade 5,0.405797101
2011-2012,2012,St Albans City School,NECAP Writing Grade 8,0.558441558
2011-2012,2012,St. Albans Town Education Center,NECAP Math Grades 3-8,0.445434298
2011-2012,2012,St. Albans Town Education Center,NECAP Reading Grades 3-8,0.601336303
2011-2012,2012,St. Albans Town Education Center,NECAP Science Grade 4,0.554216867
2011-2012,2012,St. Albans Town Education Center,NECAP Science Grade 8,0.202020202
2011-2012,2012,St. Albans Town Education Center,NECAP Writing Grade 5,0.388235294
2011-2012,2012,St. Albans Town Education Center,NECAP Writing Grade 8,0.576470588
2011-2012,2012,St. Johnsbury Schools,NECAP Math Grades 3-8,0.42513369
2011-2012,2012,St. Johnsbury Schools,NECAP Reading Grades 3-8,0.420212766
2011-2012,2012,St. Johnsbury Schools,NECAP Science Grade 4,0.421875
2011-2012,2012,St. Johnsbury Schools,NECAP Science Grade 8,0.265625
2011-2012,2012,St. Johnsbury Schools,NECAP Writing Grade 5,0.440677966
2011-2012,2012,St. Johnsbury Schools,NECAP Writing Grade 8,0.459016393
2011-2012,2012,Stamford Elementary School,NECAP Math Grades 3-8,0.451612903
2011-2012,2012,Stamford Elementary School,NECAP Reading Grades 3-8,0.612903226
2011-2012,2012,Stamford Elementary School,NECAP Science Grade 4,
2011-2012,2012,Stamford Elementary School,NECAP Science Grade 8,0.090909091
2011-2012,2012,Stamford Elementary School,NECAP Writing Grade 5,
2011-2012,2012,Stamford Elementary School,NECAP Writing Grade 8,
2011-2012,2012,Stockbridge Central School,NECAP Math Grades 3-8,0.454545455
2011-2012,2012,Stockbridge Central School,NECAP Reading Grades 3-8,0.606060606
2011-2012,2012,Stockbridge Central School,NECAP Science Grade 4,
2011-2012,2012,Stockbridge Central School,NECAP Writing Grade 5,
2011-2012,2012,Stowe Elementary School,NECAP Math Grades 3-8,0.56424581
2011-2012,2012,Stowe Elementary School,NECAP Reading Grades 3-8,0.642458101
2011-2012,2012,Stowe Elementary School,NECAP Science Grade 4,0.6875
2011-2012,2012,Stowe Elementary School,NECAP Writing Grade 5,0.428571429
2011-2012,2012,Stowe Middle/High School,NECAP Math Grade 11,0.5
2011-2012,2012,Stowe Middle/High School,NECAP Math Grades 3-8,0.525
2011-2012,2012,Stowe Middle/High School,NECAP Reading Grade 11,0.327586207
2011-2012,2012,Stowe Middle/High School,NECAP Reading Grades 3-8,0.596638655
2011-2012,2012,Stowe Middle/High School,NECAP Science Grade 11,0.466666667
2011-2012,2012,Stowe Middle/High School,NECAP Science Grade 8,0.46969697
2011-2012,2012,Stowe Middle/High School,NECAP Writing Grade 11,0.551724138
