Teaching_Year,Test_Year,OrgName,Test_Name,Suppressed_Value
2006-2007,2007,Colchester High School,NECAP Math Grade 11,33.36363636
2004-2005,2005,Academy School,NECAP Math Grades 3-8,41.53623188
2004-2005,2005,Academy School,NECAP Reading Grades 3-8,42.73113208
2004-2005,2005,Academy School,NECAP Writing Grade 5,31.90909091
2004-2005,2005,Addison Central School,NECAP Math Grades 3-8,40.59375
2004-2005,2005,Addison Central School,NECAP Reading Grades 3-8,43.22340426
2004-2005,2005,Addison Central School,NECAP Writing Grade 5,41.55555556
2004-2005,2005,Albany Community School,NECAP Math Grades 3-8,40.89041096
2004-2005,2005,Albany Community School,NECAP Reading Grades 3-8,42.51351351
2004-2005,2005,Albany Community School,NECAP Writing Grade 5,39.3125
2004-2005,2005,Albany Community School,NECAP Writing Grade 8,35.63636364
2004-2005,2005,Albert Bridge Sch (W Wind),NECAP Math Grades 3-8,44.26666667
2004-2005,2005,Albert Bridge Sch (W Wind),NECAP Reading Grades 3-8,47.04444444
2004-2005,2005,Albert Bridge Sch (W Wind),NECAP Writing Grade 5,
2004-2005,2005,Albert D. Lawton School,NECAP Math Grades 3-8,45.848
2004-2005,2005,Albert D. Lawton School,NECAP Reading Grades 3-8,49.01195219
2004-2005,2005,Albert D. Lawton School,NECAP Writing Grade 8,41.48387097
2004-2005,2005,Alburgh Community Education Center,NECAP Math Grades 3-8,36.50364963
2004-2005,2005,Alburgh Community Education Center,NECAP Reading Grades 3-8,36.61313869
2004-2005,2005,Alburgh Community Education Center,NECAP Writing Grade 5,33.13043478
2004-2005,2005,Alburgh Community Education Center,NECAP Writing Grade 8,28.86363636
2004-2005,2005,Arlington Memorial School,NECAP Math Grades 3-8,40.1372549
2004-2005,2005,Arlington Memorial School,NECAP Reading Grades 3-8,44.17307692
2004-2005,2005,Arlington Memorial School,NECAP Writing Grade 8,40
2004-2005,2005,Athens/Grafton Joint Contract School,NECAP Math Grades 3-8,44.69767442
2004-2005,2005,Athens/Grafton Joint Contract School,NECAP Reading Grades 3-8,41.24444444
2004-2005,2005,Athens/Grafton Joint Contract School,NECAP Writing Grade 5,
2004-2005,2005,Bakersfield School,NECAP Math Grades 3-8,38.68181818
2004-2005,2005,Bakersfield School,NECAP Reading Grades 3-8,40.78899083
2004-2005,2005,Bakersfield School,NECAP Writing Grade 5,28.05263158
2004-2005,2005,Bakersfield School,NECAP Writing Grade 8,34.68181818
2004-2005,2005,Barnard Academy,NECAP Math Grades 3-8,44.61904762
2004-2005,2005,Barnard Academy,NECAP Reading Grades 3-8,48.16666667
2004-2005,2005,Barnard Academy,NECAP Writing Grade 5,42.08333333
2004-2005,2005,Barnet Elementary School,NECAP Math Grades 3-8,45.90625
2004-2005,2005,Barnet Elementary School,NECAP Reading Grades 3-8,46.57142857
2004-2005,2005,Barnet Elementary School,NECAP Writing Grade 5,40.23076923
2004-2005,2005,Barnet Elementary School,NECAP Writing Grade 8,41.375
2004-2005,2005,Barre City Elementary/Middle School,NECAP Math Grades 3-8,40.14448669
2004-2005,2005,Barre City Elementary/Middle School,NECAP Reading Grades 3-8,40.53231939
2004-2005,2005,Barre City Elementary/Middle School,NECAP Writing Grade 5,31.50549451
2004-2005,2005,Barre City Elementary/Middle School,NECAP Writing Grade 8,34.73333333
2004-2005,2005,Barre Town Elementary School,NECAP Math Grades 3-8,45.08910891
2004-2005,2005,Barre Town Elementary School,NECAP Reading Grades 3-8,47.22296173
2004-2005,2005,Barre Town Elementary School,NECAP Writing Grade 5,42.18085106
2004-2005,2005,Barre Town Elementary School,NECAP Writing Grade 8,42.40566038
2004-2005,2005,Barstow Memorial School,NECAP Math Grades 3-8,47.56741573
2004-2005,2005,Barstow Memorial School,NECAP Reading Grades 3-8,52.50282486
2004-2005,2005,Barstow Memorial School,NECAP Writing Grade 5,40.72413793
2004-2005,2005,Barstow Memorial School,NECAP Writing Grade 8,43.93939394
2004-2005,2005,Barton Graded School,NECAP Math Grades 3-8,41.98198198
2004-2005,2005,Barton Graded School,NECAP Reading Grades 3-8,41.59259259
2004-2005,2005,Barton Graded School,NECAP Writing Grade 5,43
2004-2005,2005,Barton Graded School,NECAP Writing Grade 8,40.34782609
2004-2005,2005,Beeman Elementary School,NECAP Math Grades 3-8,43.21153846
2004-2005,2005,Beeman Elementary School,NECAP Reading Grades 3-8,44.55339806
2004-2005,2005,Beeman Elementary School,NECAP Writing Grade 5,38.2
2004-2005,2005,Bellows Falls Middle School,NECAP Math Grades 3-8,39.48128342
2004-2005,2005,Bellows Falls Middle School,NECAP Reading Grades 3-8,40.89130435
2004-2005,2005,Bellows Falls Middle School,NECAP Writing Grade 8,36.09302326
2004-2005,2005,Bellows Free Academy (Fairfax),NECAP Math Grades 3-8,42.05847953
2004-2005,2005,Bellows Free Academy (Fairfax),NECAP Reading Grades 3-8,43.90909091
2004-2005,2005,Bellows Free Academy (Fairfax),NECAP Writing Grade 5,41.6
2004-2005,2005,Bellows Free Academy (Fairfax),NECAP Writing Grade 8,43.44827586
2004-2005,2005,Bennington Elementary School,NECAP Math Grades 3-8,37.95238095
2004-2005,2005,Bennington Elementary School,NECAP Reading Grades 3-8,39.3877551
2004-2005,2005,Bennington Elementary School,NECAP Writing Grade 5,34.42424242
2004-2005,2005,Benson Village School,NECAP Math Grades 3-8,38.79310345
2004-2005,2005,Benson Village School,NECAP Reading Grades 3-8,41.24137931
2004-2005,2005,Benson Village School,NECAP Writing Grade 5,32
2004-2005,2005,Benson Village School,NECAP Writing Grade 8,39.21052632
2004-2005,2005,Berkshire Elementary School,NECAP Math Grades 3-8,39.07086614
2004-2005,2005,Berkshire Elementary School,NECAP Reading Grades 3-8,44.20634921
2004-2005,2005,Berkshire Elementary School,NECAP Writing Grade 5,40.9
2004-2005,2005,Berkshire Elementary School,NECAP Writing Grade 8,45.16666667
2004-2005,2005,Berlin Elementary School,NECAP Math Grades 3-8,43.12162162
2004-2005,2005,Berlin Elementary School,NECAP Reading Grades 3-8,46.16107383
2004-2005,2005,Berlin Elementary School,NECAP Writing Grade 5,45.84615385
2004-2005,2005,Berlin Elementary School,NECAP Writing Grade 8,
2004-2005,2005,Bethel Elementary School,NECAP Math Grades 3-8,43.24545455
2004-2005,2005,Bethel Elementary School,NECAP Reading Grades 3-8,43.82727273
2004-2005,2005,Bethel Elementary School,NECAP Writing Grade 5,42.10526316
2004-2005,2005,Bingham Memorial School,NECAP Math Grades 3-8,49.96551724
2004-2005,2005,Bingham Memorial School,NECAP Reading Grades 3-8,50.93103448
2004-2005,2005,Bingham Memorial School,NECAP Writing Grade 5,
2004-2005,2005,Black River US #39,NECAP Math Grades 3-8,38.03846154
2004-2005,2005,Black River US #39,NECAP Reading Grades 3-8,39.34615385
2004-2005,2005,Black River US #39,NECAP Writing Grade 8,38.57692308
2004-2005,2005,Blue Mountain US #21,NECAP Math Grades 3-8,41.79878049
2004-2005,2005,Blue Mountain US #21,NECAP Reading Grades 3-8,40.7962963
2004-2005,2005,Blue Mountain US #21,NECAP Writing Grade 5,41.67857143
2004-2005,2005,Blue Mountain US #21,NECAP Writing Grade 8,38.33333333
2004-2005,2005,Bradford Elementary School,NECAP Math Grades 3-8,45.06134969
2004-2005,2005,Bradford Elementary School,NECAP Reading Grades 3-8,44.01234568
2004-2005,2005,Bradford Elementary School,NECAP Writing Grade 5,37.54285714
2004-2005,2005,Braintree School,NECAP Math Grades 3-8,38.60655738
2004-2005,2005,Braintree School,NECAP Reading Grades 3-8,41.74576271
2004-2005,2005,Braintree School,NECAP Writing Grade 5,33.18181818
2004-2005,2005,Brattleboro Area Middle School #6,NECAP Math Grades 3-8,42.19727891
2004-2005,2005,Brattleboro Area Middle School #6,NECAP Reading Grades 3-8,44.2244898
2004-2005,2005,Brattleboro Area Middle School #6,NECAP Writing Grade 8,38.72108844
2004-2005,2005,Brewster Pierce School,NECAP Math Grades 3-8,40.54545455
2004-2005,2005,Brewster Pierce School,NECAP Reading Grades 3-8,42.796875
2004-2005,2005,Brewster Pierce School,NECAP Writing Grade 5,28.13636364
2004-2005,2005,Bridgewater Village School,NECAP Math Grades 3-8,38.2
2004-2005,2005,Bridgewater Village School,NECAP Reading Grades 3-8,41.95555556
2004-2005,2005,Bridgewater Village School,NECAP Writing Grade 5,
2004-2005,2005,Bridport Central School,NECAP Math Grades 3-8,40.66153846
2004-2005,2005,Bridport Central School,NECAP Reading Grades 3-8,39.81538462
2004-2005,2005,Bridport Central School,NECAP Writing Grade 5,38.5625
2004-2005,2005,Brighton Elementary School,NECAP Math Grades 3-8,38.88888889
2004-2005,2005,Brighton Elementary School,NECAP Reading Grades 3-8,42.77272727
2004-2005,2005,Brighton Elementary School,NECAP Writing Grade 5,
2004-2005,2005,Brighton Elementary School,NECAP Writing Grade 8,36.08695652
2004-2005,2005,Bristol Elementary School,NECAP Math Grades 3-8,42.22171946
2004-2005,2005,Bristol Elementary School,NECAP Reading Grades 3-8,42.48623853
2004-2005,2005,Bristol Elementary School,NECAP Writing Grade 5,39.55555556
2004-2005,2005,Brookfield Elementary School,NECAP Math Grades 3-8,44.72727273
2004-2005,2005,Brookfield Elementary School,NECAP Reading Grades 3-8,45.171875
2004-2005,2005,Brookfield Elementary School,NECAP Writing Grade 5,35.63636364
2004-2005,2005,Brookline Elementary School,NECAP Math Grades 3-8,45.70588235
2004-2005,2005,Brookline Elementary School,NECAP Reading Grades 3-8,48.79411765
2004-2005,2005,Brookline Elementary School,NECAP Writing Grade 5,
2004-2005,2005,Brownington Central School,NECAP Math Grades 3-8,42.91666667
2004-2005,2005,Brownington Central School,NECAP Reading Grades 3-8,44.33333333
2004-2005,2005,Brownington Central School,NECAP Writing Grade 5,
2004-2005,2005,Browns River Middle US #17,NECAP Math Grades 3-8,46.55263158
2004-2005,2005,Browns River Middle US #17,NECAP Reading Grades 3-8,48.09090909
2004-2005,2005,Browns River Middle US #17,NECAP Writing Grade 8,43.85840708
2004-2005,2005,Burke Town School,NECAP Math Grades 3-8,39.78301887
2004-2005,2005,Burke Town School,NECAP Reading Grades 3-8,41.16504854
2004-2005,2005,Burke Town School,NECAP Writing Grade 5,
2004-2005,2005,Burke Town School,NECAP Writing Grade 8,37.76923077
2004-2005,2005,C. P. Smith School,NECAP Math Grades 3-8,43.05347594
2004-2005,2005,C. P. Smith School,NECAP Reading Grades 3-8,45.47027027
2004-2005,2005,C. P. Smith School,NECAP Writing Grade 5,40.575
2004-2005,2005,Cabot School,NECAP Math Grades 3-8,45.71212121
2004-2005,2005,Cabot School,NECAP Reading Grades 3-8,46.75384615
2004-2005,2005,Cabot School,NECAP Writing Grade 5,
2004-2005,2005,Cabot School,NECAP Writing Grade 8,43.375
2004-2005,2005,Calais Elementary School,NECAP Math Grades 3-8,46.57534247
2004-2005,2005,Calais Elementary School,NECAP Reading Grades 3-8,51.86111111
2004-2005,2005,Calais Elementary School,NECAP Writing Grade 5,51.92307692
2004-2005,2005,Cambridge Elementary School,NECAP Math Grades 3-8,41.1010101
2004-2005,2005,Cambridge Elementary School,NECAP Reading Grades 3-8,42.17258883
2004-2005,2005,Cambridge Elementary School,NECAP Writing Grade 5,39.86486486
2004-2005,2005,Camels Hump Middle US #17,NECAP Math Grades 3-8,43
2004-2005,2005,Camels Hump Middle US #17,NECAP Reading Grades 3-8,47.01013514
2004-2005,2005,Camels Hump Middle US #17,NECAP Writing Grade 8,41.64210526
2004-2005,2005,Canaan Schools,NECAP Math Grades 3-8,40.64210526
2004-2005,2005,Canaan Schools,NECAP Reading Grades 3-8,42.08421053
2004-2005,2005,Canaan Schools,NECAP Writing Grade 5,35
2004-2005,2005,Canaan Schools,NECAP Writing Grade 8,31.83333333
2004-2005,2005,Castleton Hubbardton US #42,NECAP Math Grades 3-8,43.53156146
2004-2005,2005,Castleton Hubbardton US #42,NECAP Reading Grades 3-8,44.34883721
2004-2005,2005,Castleton Hubbardton US #42,NECAP Writing Grade 5,35.86363636
2004-2005,2005,Castleton Hubbardton US #42,NECAP Writing Grade 8,38
2004-2005,2005,Catamount Elementary School,NECAP Math Grades 3-8,35.0726257
2004-2005,2005,Catamount Elementary School,NECAP Reading Grades 3-8,39.43352601
2004-2005,2005,Catamount Elementary School,NECAP Writing Grade 5,35.6875
2004-2005,2005,Cavendish Town Elementary School,NECAP Math Grades 3-8,48.2
2004-2005,2005,Cavendish Town Elementary School,NECAP Reading Grades 3-8,48.734375
2004-2005,2005,Cavendish Town Elementary School,NECAP Writing Grade 5,39.08333333
2004-2005,2005,Central Elementary School,NECAP Math Grades 3-8,41.59782609
2004-2005,2005,Central Elementary School,NECAP Reading Grades 3-8,41.73626374
2004-2005,2005,Central Elementary School,NECAP Writing Grade 5,37.69230769
2004-2005,2005,Chamberlin School,NECAP Math Grades 3-8,44.56790123
2004-2005,2005,Chamberlin School,NECAP Reading Grades 3-8,43.74683544
2004-2005,2005,Chamberlin School,NECAP Writing Grade 5,40.27777778
2004-2005,2005,Champlain Elementary School,NECAP Math Grades 3-8,46.6971831
2004-2005,2005,Champlain Elementary School,NECAP Reading Grades 3-8,49
2004-2005,2005,Champlain Elementary School,NECAP Writing Grade 5,47.40540541
2004-2005,2005,Charleston Elementary School,NECAP Math Grades 3-8,42.08333333
2004-2005,2005,Charleston Elementary School,NECAP Reading Grades 3-8,46.18309859
2004-2005,2005,Charleston Elementary School,NECAP Writing Grade 5,43.71428571
2004-2005,2005,Charleston Elementary School,NECAP Writing Grade 8,
2004-2005,2005,Charlotte Central School,NECAP Math Grades 3-8,50.13450292
2004-2005,2005,Charlotte Central School,NECAP Reading Grades 3-8,51.14705882
2004-2005,2005,Charlotte Central School,NECAP Writing Grade 5,47.42
2004-2005,2005,Charlotte Central School,NECAP Writing Grade 8,44.09090909
2004-2005,2005,Chelsea Elementary High School,NECAP Math Grades 3-8,40.19354839
2004-2005,2005,Chelsea Elementary High School,NECAP Reading Grades 3-8,39.35483871
2004-2005,2005,Chelsea Elementary High School,NECAP Writing Grade 5,
2004-2005,2005,Chelsea Elementary High School,NECAP Writing Grade 8,35.1875
2004-2005,2005,Cherry Hill Elem. School,NECAP Math Grades 3-8,42.42857143
2004-2005,2005,Cherry Hill Elem. School,NECAP Reading Grades 3-8,42.17647059
2004-2005,2005,Cherry Hill Elem. School,NECAP Writing Grade 5,43.61538462
2004-2005,2005,Chester Andover US #29,NECAP Math Grades 3-8,46.29347826
2004-2005,2005,Chester Andover US #29,NECAP Reading Grades 3-8,47.98895028
2004-2005,2005,Chester Andover US #29,NECAP Writing Grade 5,45.88235294
2004-2005,2005,Clarendon Elementary School,NECAP Math Grades 3-8,44.15277778
2004-2005,2005,Clarendon Elementary School,NECAP Reading Grades 3-8,46.7862069
2004-2005,2005,Clarendon Elementary School,NECAP Writing Grade 5,38.70833333
2004-2005,2005,Colchester Middle School,NECAP Math Grades 3-8,42.03561644
2004-2005,2005,Colchester Middle School,NECAP Reading Grades 3-8,44.25205479
2004-2005,2005,Colchester Middle School,NECAP Writing Grade 8,40.71978022
2004-2005,2005,Concord Graded/High School,NECAP Math Grades 3-8,44.21794872
2004-2005,2005,Concord Graded/High School,NECAP Reading Grades 3-8,41.52564103
2004-2005,2005,Concord Graded/High School,NECAP Writing Grade 5,33.92307692
2004-2005,2005,Concord Graded/High School,NECAP Writing Grade 8,43.57142857
2004-2005,2005,Coventry Village School,NECAP Math Grades 3-8,36.67857143
2004-2005,2005,Coventry Village School,NECAP Reading Grades 3-8,39.79268293
2004-2005,2005,Coventry Village School,NECAP Writing Grade 5,26.94736842
2004-2005,2005,Coventry Village School,NECAP Writing Grade 8,32.25
2004-2005,2005,Craftsbury Schools,NECAP Math Grades 3-8,40.61904762
2004-2005,2005,Craftsbury Schools,NECAP Reading Grades 3-8,43.71428571
2004-2005,2005,Craftsbury Schools,NECAP Writing Grade 5,33.25
2004-2005,2005,Craftsbury Schools,NECAP Writing Grade 8,38.66666667
2004-2005,2005,Crossett Brook Middle US #45,NECAP Math Grades 3-8,45.44680851
2004-2005,2005,Crossett Brook Middle US #45,NECAP Reading Grades 3-8,45.06837607
2004-2005,2005,Crossett Brook Middle US #45,NECAP Writing Grade 8,39.25
2004-2005,2005,Currier Memorial US #23,NECAP Math Grades 3-8,38.73913043
2004-2005,2005,Currier Memorial US #23,NECAP Reading Grades 3-8,41.39705882
2004-2005,2005,Currier Memorial US #23,NECAP Writing Grade 5,34.23076923
2004-2005,2005,Danville School,NECAP Math Grades 3-8,43.70422535
2004-2005,2005,Danville School,NECAP Reading Grades 3-8,42.53731343
2004-2005,2005,Danville School,NECAP Writing Grade 5,34.33333333
2004-2005,2005,Danville School,NECAP Writing Grade 8,38.73076923
2004-2005,2005,Deerfield Valley Elementary School,NECAP Math Grades 3-8,48.19354839
2004-2005,2005,Deerfield Valley Elementary School,NECAP Reading Grades 3-8,46.76923077
2004-2005,2005,Deerfield Valley Elementary School,NECAP Writing Grade 5,44.53846154
2004-2005,2005,Derby Elementary School,NECAP Math Grades 3-8,40.75
2004-2005,2005,Derby Elementary School,NECAP Reading Grades 3-8,42.375
2004-2005,2005,Derby Elementary School,NECAP Writing Grade 5,32.85714286
2004-2005,2005,Dorset School,NECAP Math Grades 3-8,47.66666667
2004-2005,2005,Dorset School,NECAP Reading Grades 3-8,51.61403509
2004-2005,2005,Dorset School,NECAP Writing Grade 5,44
2004-2005,2005,Dorset School,NECAP Writing Grade 8,54.41666667
2004-2005,2005,Dothan Brook School,NECAP Math Grades 3-8,48.60240964
2004-2005,2005,Dothan Brook School,NECAP Reading Grades 3-8,50.40361446
2004-2005,2005,Dothan Brook School,NECAP Writing Grade 5,45.875
2004-2005,2005,Doty Memorial School,NECAP Math Grades 3-8,39.08
2004-2005,2005,Doty Memorial School,NECAP Reading Grades 3-8,41.78
2004-2005,2005,Doty Memorial School,NECAP Writing Grade 5,34.08333333
2004-2005,2005,Dover Elementary School,NECAP Math Grades 3-8,46.02325581
2004-2005,2005,Dover Elementary School,NECAP Reading Grades 3-8,48.58139535
2004-2005,2005,Dover Elementary School,NECAP Writing Grade 5,35.75
2004-2005,2005,Dummerston Schools,NECAP Math Grades 3-8,44.75892857
2004-2005,2005,Dummerston Schools,NECAP Reading Grades 3-8,48.10185185
2004-2005,2005,Dummerston Schools,NECAP Writing Grade 5,46.26666667
2004-2005,2005,Dummerston Schools,NECAP Writing Grade 8,47.38095238
2004-2005,2005,E. Taylor Hatton School,NECAP Math Grades 3-8,38.96969697
2004-2005,2005,E. Taylor Hatton School,NECAP Reading Grades 3-8,40.18181818
2004-2005,2005,E. Taylor Hatton School,NECAP Writing Grade 5,
2004-2005,2005,East Haven School,NECAP Math Grades 3-8,44.9
2004-2005,2005,East Haven School,NECAP Reading Grades 3-8,45.95
2004-2005,2005,East Haven School,NECAP Writing Grade 5,
2004-2005,2005,East Haven School,NECAP Writing Grade 8,
2004-2005,2005,East Montpelier Elementary School,NECAP Math Grades 3-8,47.10619469
2004-2005,2005,East Montpelier Elementary School,NECAP Reading Grades 3-8,49.3963964
2004-2005,2005,East Montpelier Elementary School,NECAP Writing Grade 5,44.34615385
2004-2005,2005,Eden Central School,NECAP Math Grades 3-8,40.67105263
2004-2005,2005,Eden Central School,NECAP Reading Grades 3-8,39.5
2004-2005,2005,Eden Central School,NECAP Writing Grade 5,42.07692308
2004-2005,2005,Edmunds Elementary School,NECAP Math Grades 3-8,45.45238095
2004-2005,2005,Edmunds Elementary School,NECAP Reading Grades 3-8,49.08333333
2004-2005,2005,Edmunds Elementary School,NECAP Writing Grade 5,41
2004-2005,2005,Edmunds Middle School,NECAP Math Grades 3-8,42.73933649
2004-2005,2005,Edmunds Middle School,NECAP Reading Grades 3-8,47.5990566
2004-2005,2005,Edmunds Middle School,NECAP Writing Grade 8,46.0212766
2004-2005,2005,Elm Hill School,NECAP Math Grades 3-8,42.12857143
2004-2005,2005,Elm Hill School,NECAP Reading Grades 3-8,44.21428571
2004-2005,2005,Elm Hill School,NECAP Writing Grade 5,39.93333333
2004-2005,2005,Elmore School,NECAP Math Grades 3-8,
2004-2005,2005,Elmore School,NECAP Reading Grades 3-8,
2004-2005,2005,Enosburg Elementary School,NECAP Math Grades 3-8,40.81884058
2004-2005,2005,Enosburg Elementary School,NECAP Reading Grades 3-8,42.3358209
2004-2005,2005,Enosburg Elementary School,NECAP Writing Grade 5,34.02702703
2004-2005,2005,Enosburg Middle/High School,NECAP Math Grades 3-8,39.28089888
2004-2005,2005,Enosburg Middle/High School,NECAP Reading Grades 3-8,40.91011236
2004-2005,2005,Enosburg Middle/High School,NECAP Writing Grade 8,41.13043478
2004-2005,2005,Essex Elementary School,NECAP Math Grades 3-8,42
2004-2005,2005,Essex Elementary School,NECAP Reading Grades 3-8,46.70229008
2004-2005,2005,Essex Middle School,NECAP Math Grades 3-8,45.91638796
2004-2005,2005,Essex Middle School,NECAP Reading Grades 3-8,48.64882943
2004-2005,2005,Essex Middle School,NECAP Writing Grade 8,44.91666667
2004-2005,2005,Fair Haven Grade School,NECAP Math Grades 3-8,40.78082192
2004-2005,2005,Fair Haven Grade School,NECAP Reading Grades 3-8,43.24434389
2004-2005,2005,Fair Haven Grade School,NECAP Writing Grade 5,39.43243243
2004-2005,2005,Fair Haven Grade School,NECAP Writing Grade 8,36.32352941
2004-2005,2005,Fairfield Center School,NECAP Math Grades 3-8,40.81564246
2004-2005,2005,Fairfield Center School,NECAP Reading Grades 3-8,45.01694915
2004-2005,2005,Fairfield Center School,NECAP Writing Grade 5,39
2004-2005,2005,Fairfield Center School,NECAP Writing Grade 8,38.11764706
2004-2005,2005,Fayston Elementary School,NECAP Math Grades 3-8,47.49275362
2004-2005,2005,Fayston Elementary School,NECAP Reading Grades 3-8,47.47826087
2004-2005,2005,Fayston Elementary School,NECAP Writing Grade 5,43.23529412
2004-2005,2005,Ferrisburgh Central School,NECAP Math Grades 3-8,46.82142857
2004-2005,2005,Ferrisburgh Central School,NECAP Reading Grades 3-8,48.88652482
2004-2005,2005,Ferrisburgh Central School,NECAP Writing Grade 5,43.25806452
2004-2005,2005,Fisher School,NECAP Math Grades 3-8,42.94285714
2004-2005,2005,Fisher School,NECAP Reading Grades 3-8,46.98571429
2004-2005,2005,Fisher School,NECAP Writing Grade 5,36.57894737
2004-2005,2005,Fletcher Elementary School,NECAP Math Grades 3-8,44.89534884
2004-2005,2005,Fletcher Elementary School,NECAP Reading Grades 3-8,44.04705882
2004-2005,2005,Fletcher Elementary School,NECAP Writing Grade 5,33.88235294
2004-2005,2005,Flood Brook US #20,NECAP Math Grades 3-8,46.27624309
2004-2005,2005,Flood Brook US #20,NECAP Reading Grades 3-8,46.43093923
2004-2005,2005,Flood Brook US #20,NECAP Writing Grade 5,44.25925926
2004-2005,2005,Flood Brook US #20,NECAP Writing Grade 8,42.48780488
2004-2005,2005,Folsom Education & Community Center,NECAP Math Grades 3-8,46.08547009
2004-2005,2005,Folsom Education & Community Center,NECAP Reading Grades 3-8,48.07563025
2004-2005,2005,Folsom Education & Community Center,NECAP Writing Grade 5,35.8
2004-2005,2005,Folsom Education & Community Center,NECAP Writing Grade 8,50.52173913
2004-2005,2005,Founders Memorial School,NECAP Math Grades 3-8,47.00233645
2004-2005,2005,Founders Memorial School,NECAP Reading Grades 3-8,47.94117647
2004-2005,2005,Founders Memorial School,NECAP Writing Grade 5,39.54411765
2004-2005,2005,Franklin Elementary School,NECAP Math Grades 3-8,44.36585366
2004-2005,2005,Franklin Elementary School,NECAP Reading Grades 3-8,46.32941176
2004-2005,2005,Franklin Elementary School,NECAP Writing Grade 5,42.39285714
2004-2005,2005,Frederick H. Tuttle Middle School,NECAP Math Grades 3-8,47.67123288
2004-2005,2005,Frederick H. Tuttle Middle School,NECAP Reading Grades 3-8,49.06027397
2004-2005,2005,Frederick H. Tuttle Middle School,NECAP Writing Grade 8,43.72988506
2004-2005,2005,Georgia Elementary/Middle School,NECAP Math Grades 3-8,47.61369193
2004-2005,2005,Georgia Elementary/Middle School,NECAP Reading Grades 3-8,47.37652812
2004-2005,2005,Georgia Elementary/Middle School,NECAP Writing Grade 5,38.78666667
2004-2005,2005,Georgia Elementary/Middle School,NECAP Writing Grade 8,37.32098765
2004-2005,2005,Glover Community School,NECAP Math Grades 3-8,42.29508197
2004-2005,2005,Glover Community School,NECAP Reading Grades 3-8,46.76666667
2004-2005,2005,Glover Community School,NECAP Writing Grade 5,41.91666667
2004-2005,2005,Glover Community School,NECAP Writing Grade 8,47.46153846
2004-2005,2005,Granby Central School,NECAP Math Grades 3-8,
2004-2005,2005,Granby Central School,NECAP Reading Grades 3-8,
2004-2005,2005,Grand Isle Elementary School,NECAP Math Grades 3-8,42.75384615
2004-2005,2005,Grand Isle Elementary School,NECAP Reading Grades 3-8,43.24806202
2004-2005,2005,Grand Isle Elementary School,NECAP Writing Grade 5,30.6
2004-2005,2005,Grand Isle Elementary School,NECAP Writing Grade 8,38
2004-2005,2005,Granville/Hancock Village School,NECAP Math Grades 3-8,40.27272727
2004-2005,2005,Granville/Hancock Village School,NECAP Reading Grades 3-8,42.95454545
2004-2005,2005,Granville/Hancock Village School,NECAP Writing Grade 5,
2004-2005,2005,Green Mountain UHS #35,NECAP Math Grades 3-8,45.25352113
2004-2005,2005,Green Mountain UHS #35,NECAP Reading Grades 3-8,48.23943662
2004-2005,2005,Green Mountain UHS #35,NECAP Writing Grade 8,43.33802817
2004-2005,2005,Green Street School,NECAP Math Grades 3-8,41.6091954
2004-2005,2005,Green Street School,NECAP Reading Grades 3-8,45.52662722
2004-2005,2005,Green Street School,NECAP Writing Grade 5,42.55882353
2004-2005,2005,Guildhall Elementary School,NECAP Math Grades 3-8,34.83333333
2004-2005,2005,Guildhall Elementary School,NECAP Reading Grades 3-8,44.41666667
2004-2005,2005,Guildhall Elementary School,NECAP Writing Grade 5,
2004-2005,2005,Guilford Central School,NECAP Math Grades 3-8,44.15748031
2004-2005,2005,Guilford Central School,NECAP Reading Grades 3-8,48.359375
2004-2005,2005,Guilford Central School,NECAP Writing Grade 5,34.10526316
2004-2005,2005,Guilford Central School,NECAP Writing Grade 8,39.83870968
2004-2005,2005,Halifax School,NECAP Math Grades 3-8,40.19444444
2004-2005,2005,Halifax School,NECAP Reading Grades 3-8,45.13888889
2004-2005,2005,Halifax School,NECAP Writing Grade 5,
2004-2005,2005,Halifax School,NECAP Writing Grade 8,
2004-2005,2005,Hardwick Elementary School,NECAP Math Grades 3-8,43.83606557
2004-2005,2005,Hardwick Elementary School,NECAP Reading Grades 3-8,43.19565217
2004-2005,2005,Hardwick Elementary School,NECAP Writing Grade 5,37.52941176
2004-2005,2005,Hartford Memorial Middle School,NECAP Math Grades 3-8,43.14864865
2004-2005,2005,Hartford Memorial Middle School,NECAP Reading Grades 3-8,48.48648649
2004-2005,2005,Hartford Memorial Middle School,NECAP Writing Grade 8,45.43333333
2004-2005,2005,Hartland Elementary School,NECAP Math Grades 3-8,44.16203704
2004-2005,2005,Hartland Elementary School,NECAP Reading Grades 3-8,47.25
2004-2005,2005,Hartland Elementary School,NECAP Writing Grade 5,44.63829787
2004-2005,2005,Hartland Elementary School,NECAP Writing Grade 8,43.03448276
2004-2005,2005,Harwood Union Middle UHS #19,NECAP Math Grades 3-8,44.98591549
2004-2005,2005,Harwood Union Middle UHS #19,NECAP Reading Grades 3-8,47.63380282
2004-2005,2005,Harwood Union Middle UHS #19,NECAP Writing Grade 8,45.01408451
2004-2005,2005,Hazen UHS #26,NECAP Math Grades 3-8,40.46268657
2004-2005,2005,Hazen UHS #26,NECAP Reading Grades 3-8,40.1641791
2004-2005,2005,Hazen UHS #26,NECAP Writing Grade 8,36.37878788
2004-2005,2005,Hiawatha School,NECAP Math Grades 3-8,45.65979381
2004-2005,2005,Hiawatha School,NECAP Reading Grades 3-8,44.26804124
