Teaching_Year,Test_Year,OrgName,Test_Name,Suppressed_Value
2005-2006,2006,Rochester School,NECAP Writing Grade 5,30.41666667
2005-2006,2006,Rochester School,NECAP Writing Grade 8,34.85185185
2005-2006,2006,Roxbury Village School,NECAP Math Grades 3-8,36.44444444
2005-2006,2006,Roxbury Village School,NECAP Reading Grades 3-8,38.97142857
2005-2006,2006,Roxbury Village School,NECAP Writing Grade 5,
2005-2006,2006,Rumney Memorial School,NECAP Math Grades 3-8,44.55789474
2005-2006,2006,Rumney Memorial School,NECAP Reading Grades 3-8,47.98947368
2005-2006,2006,Rumney Memorial School,NECAP Writing Grade 5,37.17647059
2005-2006,2006,Rutland Intermediate School,NECAP Math Grades 3-8,42.77355623
2005-2006,2006,Rutland Intermediate School,NECAP Reading Grades 3-8,43.51215805
2005-2006,2006,Rutland Intermediate School,NECAP Writing Grade 5,36.41764706
2005-2006,2006,Rutland Middle School,NECAP Math Grades 3-8,39.93567251
2005-2006,2006,Rutland Middle School,NECAP Reading Grades 3-8,41.64327485
2005-2006,2006,Rutland Middle School,NECAP Writing Grade 8,39.12941176
2005-2006,2006,Rutland Town Elementary School,NECAP Math Grades 3-8,46.80365297
2005-2006,2006,Rutland Town Elementary School,NECAP Reading Grades 3-8,48.10454545
2005-2006,2006,Rutland Town Elementary School,NECAP Writing Grade 5,47.05882353
2005-2006,2006,Rutland Town Elementary School,NECAP Writing Grade 8,49
2005-2006,2006,Salisbury Community School,NECAP Math Grades 3-8,43.96
2005-2006,2006,Salisbury Community School,NECAP Reading Grades 3-8,45.10526316
2005-2006,2006,Salisbury Community School,NECAP Writing Grade 5,47.90909091
2005-2006,2006,Samuel Morey Elementary School,NECAP Math Grades 3-8,46.55319149
2005-2006,2006,Samuel Morey Elementary School,NECAP Reading Grades 3-8,46.24468085
2005-2006,2006,Samuel Morey Elementary School,NECAP Writing Grade 5,45.88888889
2005-2006,2006,Saxtons River Elementary School,NECAP Math Grades 3-8,45.48611111
2005-2006,2006,Saxtons River Elementary School,NECAP Reading Grades 3-8,45.23611111
2005-2006,2006,Saxtons River Elementary School,NECAP Writing Grade 5,38.22727273
2005-2006,2006,Shaftsbury Elementary School,NECAP Math Grades 3-8,42.72142857
2005-2006,2006,Shaftsbury Elementary School,NECAP Reading Grades 3-8,48.04285714
2005-2006,2006,Shaftsbury Elementary School,NECAP Writing Grade 5,41.18181818
2005-2006,2006,Sharon Elementary School,NECAP Math Grades 3-8,41.63157895
2005-2006,2006,Sharon Elementary School,NECAP Reading Grades 3-8,43.51315789
2005-2006,2006,Sharon Elementary School,NECAP Writing Grade 5,41.93333333
2005-2006,2006,Shelburne Community School,NECAP Math Grades 3-8,49.03171642
2005-2006,2006,Shelburne Community School,NECAP Reading Grades 3-8,51.60261194
2005-2006,2006,Shelburne Community School,NECAP Writing Grade 5,51.31325301
2005-2006,2006,Shelburne Community School,NECAP Writing Grade 8,51.85436893
2005-2006,2006,Sheldon Elementary School,NECAP Math Grades 3-8,39.07734807
2005-2006,2006,Sheldon Elementary School,NECAP Reading Grades 3-8,41.48618785
2005-2006,2006,Sheldon Elementary School,NECAP Writing Grade 5,32.64285714
2005-2006,2006,Sheldon Elementary School,NECAP Writing Grade 8,35.86666667
2005-2006,2006,Shoreham Elementary School,NECAP Math Grades 3-8,39.30136986
2005-2006,2006,Shoreham Elementary School,NECAP Reading Grades 3-8,41.01369863
2005-2006,2006,Shoreham Elementary School,NECAP Writing Grade 5,33.08333333
2005-2006,2006,Shrewsbury Mountain School,NECAP Math Grades 3-8,49.12195122
2005-2006,2006,Shrewsbury Mountain School,NECAP Reading Grades 3-8,47.63414634
2005-2006,2006,Shrewsbury Mountain School,NECAP Writing Grade 5,
2005-2006,2006,Smilie Memorial School,NECAP Math Grades 3-8,42.41025641
2005-2006,2006,Smilie Memorial School,NECAP Reading Grades 3-8,45.94871795
2005-2006,2006,Smilie Memorial School,NECAP Writing Grade 5,34.23076923
2005-2006,2006,South Royalton Elem/High School,NECAP Math Grades 3-8,42.14193548
2005-2006,2006,South Royalton Elem/High School,NECAP Reading Grades 3-8,46.6516129
2005-2006,2006,South Royalton Elem/High School,NECAP Writing Grade 5,44.56666667
2005-2006,2006,South Royalton Elem/High School,NECAP Writing Grade 8,30.73333333
2005-2006,2006,St Albans City School,NECAP Math Grades 3-8,39.57055215
2005-2006,2006,St Albans City School,NECAP Reading Grades 3-8,41.55102041
2005-2006,2006,St Albans City School,NECAP Writing Grade 5,30.97402597
2005-2006,2006,St Albans City School,NECAP Writing Grade 8,32.97560976
2005-2006,2006,St. Albans Town Education Center,NECAP Math Grades 3-8,39.01118568
2005-2006,2006,St. Albans Town Education Center,NECAP Reading Grades 3-8,42.97762864
2005-2006,2006,St. Albans Town Education Center,NECAP Writing Grade 5,36.44047619
2005-2006,2006,St. Albans Town Education Center,NECAP Writing Grade 8,36.05970149
2005-2006,2006,St. Johnsbury Schools,NECAP Math Grades 3-8,38.1875
2005-2006,2006,St. Johnsbury Schools,NECAP Reading Grades 3-8,39.93765586
2005-2006,2006,St. Johnsbury Schools,NECAP Writing Grade 5,30.22807018
2005-2006,2006,St. Johnsbury Schools,NECAP Writing Grade 8,36.77027027
2005-2006,2006,Stamford Elementary School,NECAP Math Grades 3-8,39.89361702
2005-2006,2006,Stamford Elementary School,NECAP Reading Grades 3-8,46.66666667
2005-2006,2006,Stamford Elementary School,NECAP Writing Grade 5,
2005-2006,2006,Stamford Elementary School,NECAP Writing Grade 8,
2005-2006,2006,Stockbridge Central School,NECAP Math Grades 3-8,45.35
2005-2006,2006,Stockbridge Central School,NECAP Reading Grades 3-8,46.8
2005-2006,2006,Stockbridge Central School,NECAP Writing Grade 5,
2005-2006,2006,Stowe Elementary School,NECAP Math Grades 3-8,47.93956044
2005-2006,2006,Stowe Elementary School,NECAP Reading Grades 3-8,47.9281768
2005-2006,2006,Stowe Elementary School,NECAP Writing Grade 5,41.6875
2005-2006,2006,Stowe Middle/High School,NECAP Math Grades 3-8,46.57983193
2005-2006,2006,Stowe Middle/High School,NECAP Reading Grades 3-8,51.1092437
2005-2006,2006,Stowe Middle/High School,NECAP Writing Grade 8,39.96666667
2005-2006,2006,Sudbury Country School,NECAP Math Grades 3-8,46.13636364
2005-2006,2006,Sudbury Country School,NECAP Reading Grades 3-8,47.95454545
2005-2006,2006,Sudbury Country School,NECAP Writing Grade 5,
2005-2006,2006,Summit Street School,NECAP Math Grades 3-8,48.14
2005-2006,2006,Summit Street School,NECAP Reading Grades 3-8,47.89
2005-2006,2006,Sunderland Elementary School,NECAP Math Grades 3-8,43.40909091
2005-2006,2006,Sunderland Elementary School,NECAP Reading Grades 3-8,46.61363636
2005-2006,2006,Sunderland Elementary School,NECAP Writing Grade 5,
2005-2006,2006,Sustainability Academy At Barnes,NECAP Math Grades 3-8,26.73333333
2005-2006,2006,Sustainability Academy At Barnes,NECAP Reading Grades 3-8,28.30588235
2005-2006,2006,Sustainability Academy At Barnes,NECAP Writing Grade 5,34.85
2005-2006,2006,Sutton School,NECAP Math Grades 3-8,41.37142857
2005-2006,2006,Sutton School,NECAP Reading Grades 3-8,42.44285714
2005-2006,2006,Sutton School,NECAP Writing Grade 5,41.36363636
2005-2006,2006,Sutton School,NECAP Writing Grade 8,44.57142857
2005-2006,2006,Swanton Schools,NECAP Math Grades 3-8,38.03667482
2005-2006,2006,Swanton Schools,NECAP Reading Grades 3-8,42.76283619
2005-2006,2006,Swanton Schools,NECAP Writing Grade 5,36.20547945
2005-2006,2006,Thatcher Brook Primary US #45,NECAP Math Grades 3-8,45.09547739
2005-2006,2006,Thatcher Brook Primary US #45,NECAP Reading Grades 3-8,45.14070352
2005-2006,2006,Thatcher Brook Primary US #45,NECAP Writing Grade 5,38.36842105
2005-2006,2006,Thetford Elementary School,NECAP Math Grades 3-8,51.55279503
2005-2006,2006,Thetford Elementary School,NECAP Reading Grades 3-8,50.72049689
2005-2006,2006,Thetford Elementary School,NECAP Writing Grade 5,51.63888889
2005-2006,2006,Thomas Fleming School,NECAP Math Grades 3-8,45.56444444
2005-2006,2006,Thomas Fleming School,NECAP Reading Grades 3-8,46.16
2005-2006,2006,Thomas Fleming School,NECAP Writing Grade 5,44.47572816
2005-2006,2006,Tinmouth Elementary School,NECAP Math Grades 3-8,50.89473684
2005-2006,2006,Tinmouth Elementary School,NECAP Reading Grades 3-8,50.21052632
2005-2006,2006,Tinmouth Elementary School,NECAP Writing Grade 5,
2005-2006,2006,Townshend Village School,NECAP Math Grades 3-8,44.77777778
2005-2006,2006,Townshend Village School,NECAP Reading Grades 3-8,44.94444444
2005-2006,2006,Townshend Village School,NECAP Writing Grade 5,35.45454545
2005-2006,2006,Troy School,NECAP Math Grades 3-8,37.90384615
2005-2006,2006,Troy School,NECAP Reading Grades 3-8,39.59615385
2005-2006,2006,Troy School,NECAP Writing Grade 5,26.875
2005-2006,2006,Troy School,NECAP Writing Grade 8,34.46153846
2005-2006,2006,Tunbridge Central School,NECAP Math Grades 3-8,42.31944444
2005-2006,2006,Tunbridge Central School,NECAP Reading Grades 3-8,45.95833333
2005-2006,2006,Tunbridge Central School,NECAP Writing Grade 5,
2005-2006,2006,Tunbridge Central School,NECAP Writing Grade 8,
2005-2006,2006,Twin Valley Middle School,NECAP Math Grades 3-8,43.67073171
2005-2006,2006,Twin Valley Middle School,NECAP Reading Grades 3-8,46.52439024
2005-2006,2006,Twin Valley Middle School,NECAP Writing Grade 8,38.45238095
2005-2006,2006,Twinfield US #33,NECAP Math Grades 3-8,40.78977273
2005-2006,2006,Twinfield US #33,NECAP Reading Grades 3-8,40.78977273
2005-2006,2006,Twinfield US #33,NECAP Writing Grade 5,32.15384615
2005-2006,2006,Twinfield US #33,NECAP Writing Grade 8,38.9375
2005-2006,2006,U32 UHS #32,NECAP Math Grades 3-8,44.32142857
2005-2006,2006,U32 UHS #32,NECAP Reading Grades 3-8,48.1
2005-2006,2006,U32 UHS #32,NECAP Writing Grade 8,42.07913669
2005-2006,2006,Underhill Central School,NECAP Math Grades 3-8,48.48351648
2005-2006,2006,Underhill Central School,NECAP Reading Grades 3-8,50.6043956
2005-2006,2006,Underhill Central School,NECAP Writing Grade 5,34.90322581
2005-2006,2006,Underhill ID School,NECAP Math Grades 3-8,49.58666667
2005-2006,2006,Underhill ID School,NECAP Reading Grades 3-8,49.26666667
2005-2006,2006,Underhill ID School,NECAP Writing Grade 5,38.11538462
2005-2006,2006,Union Elementary School,NECAP Math Grades 3-8,48.87109375
2005-2006,2006,Union Elementary School,NECAP Reading Grades 3-8,48.01953125
2005-2006,2006,Union Elementary School,NECAP Writing Grade 5,43.109375
2005-2006,2006,Union Memorial School,NECAP Math Grades 3-8,49.82539683
2005-2006,2006,Union Memorial School,NECAP Reading Grades 3-8,51.19047619
2005-2006,2006,Union Street School,NECAP Math Grades 3-8,39.7037037
2005-2006,2006,Union Street School,NECAP Reading Grades 3-8,41.62037037
2005-2006,2006,Union Street School,NECAP Writing Grade 5,35.15
2005-2006,2006,Vergennes UES #44,NECAP Math Grades 3-8,40.97
2005-2006,2006,Vergennes UES #44,NECAP Reading Grades 3-8,44.15
2005-2006,2006,Vergennes UES #44,NECAP Writing Grade 5,32.73170732
2005-2006,2006,Vergennes UHS #5,NECAP Math Grades 3-8,40.52873563
2005-2006,2006,Vergennes UHS #5,NECAP Reading Grades 3-8,44.11494253
2005-2006,2006,Vergennes UHS #5,NECAP Writing Grade 8,39.02298851
2005-2006,2006,Vernon Elementary School,NECAP Math Grades 3-8,42.08053691
2005-2006,2006,Vernon Elementary School,NECAP Reading Grades 3-8,44.67785235
2005-2006,2006,Vernon Elementary School,NECAP Writing Grade 5,39.16666667
2005-2006,2006,Waits River Valley USD #36,NECAP Math Grades 3-8,40.39354839
2005-2006,2006,Waits River Valley USD #36,NECAP Reading Grades 3-8,42.27096774
2005-2006,2006,Waits River Valley USD #36,NECAP Writing Grade 5,32.04
2005-2006,2006,Waits River Valley USD #36,NECAP Writing Grade 8,40.44
2005-2006,2006,Waitsfield Elementary School,NECAP Math Grades 3-8,49.75728155
2005-2006,2006,Waitsfield Elementary School,NECAP Reading Grades 3-8,49.75728155
2005-2006,2006,Waitsfield Elementary School,NECAP Writing Grade 5,42.13636364
2005-2006,2006,Walden School,NECAP Math Grades 3-8,42.46835443
2005-2006,2006,Walden School,NECAP Reading Grades 3-8,44.125
2005-2006,2006,Walden School,NECAP Writing Grade 5,31
2005-2006,2006,Walden School,NECAP Writing Grade 8,42.875
2005-2006,2006,Wallingford Village School,NECAP Math Grades 3-8,43.40540541
2005-2006,2006,Wallingford Village School,NECAP Reading Grades 3-8,44.4954955
2005-2006,2006,Wallingford Village School,NECAP Writing Grade 5,41.13333333
2005-2006,2006,Wardsboro Central School,NECAP Math Grades 3-8,39.57142857
2005-2006,2006,Wardsboro Central School,NECAP Reading Grades 3-8,42.2
2005-2006,2006,Wardsboro Central School,NECAP Writing Grade 5,
2005-2006,2006,Warren Elementary School,NECAP Math Grades 3-8,50.54878049
2005-2006,2006,Warren Elementary School,NECAP Reading Grades 3-8,51.12195122
2005-2006,2006,Warren Elementary School,NECAP Writing Grade 5,56.55555556
2005-2006,2006,Washington Village School,NECAP Math Grades 3-8,37.08823529
2005-2006,2006,Washington Village School,NECAP Reading Grades 3-8,41.91176471
2005-2006,2006,Washington Village School,NECAP Writing Grade 5,
2005-2006,2006,Washington Village School,NECAP Writing Grade 8,
2005-2006,2006,Waterford Elementary School,NECAP Math Grades 3-8,43.56
2005-2006,2006,Waterford Elementary School,NECAP Reading Grades 3-8,44.24
2005-2006,2006,Waterford Elementary School,NECAP Writing Grade 5,32.45454545
2005-2006,2006,Waterford Elementary School,NECAP Writing Grade 8,40.5
2005-2006,2006,Waterville Elementary School,NECAP Math Grades 3-8,39.55357143
2005-2006,2006,Waterville Elementary School,NECAP Reading Grades 3-8,38.16071429
2005-2006,2006,Waterville Elementary School,NECAP Writing Grade 5,
2005-2006,2006,Weathersfield Elementary School,NECAP Math Grades 3-8,46.26190476
2005-2006,2006,Weathersfield Elementary School,NECAP Reading Grades 3-8,50.04761905
2005-2006,2006,Weathersfield Middle School,NECAP Math Grades 3-8,37.62626263
2005-2006,2006,Weathersfield Middle School,NECAP Reading Grades 3-8,40.45454545
2005-2006,2006,Weathersfield Middle School,NECAP Writing Grade 5,36.33333333
2005-2006,2006,Weathersfield Middle School,NECAP Writing Grade 8,36.02941176
2005-2006,2006,Wells Village School,NECAP Math Grades 3-8,41.33333333
2005-2006,2006,Wells Village School,NECAP Reading Grades 3-8,43.15555556
2005-2006,2006,Wells Village School,NECAP Writing Grade 5,
2005-2006,2006,West Rutland School,NECAP Math Grades 3-8,42.74522293
2005-2006,2006,West Rutland School,NECAP Reading Grades 3-8,44.89240506
2005-2006,2006,West Rutland School,NECAP Writing Grade 5,36.52
2005-2006,2006,West Rutland School,NECAP Writing Grade 8,43.81818182
2005-2006,2006,Westford Elementary School,NECAP Math Grades 3-8,47.76331361
2005-2006,2006,Westford Elementary School,NECAP Reading Grades 3-8,48.40236686
2005-2006,2006,Westford Elementary School,NECAP Writing Grade 5,44.72
2005-2006,2006,Westford Elementary School,NECAP Writing Grade 8,39.40540541
2005-2006,2006,Westminster Schools,NECAP Math Grades 3-8,41.77941176
2005-2006,2006,Westminster Schools,NECAP Reading Grades 3-8,39.9037037
2005-2006,2006,Westminster Schools,NECAP Writing Grade 5,27.24
2005-2006,2006,Westshire School,NECAP Math Grades 3-8,44.47272727
2005-2006,2006,Westshire School,NECAP Reading Grades 3-8,39.63636364
2005-2006,2006,Westshire School,NECAP Writing Grade 5,36.1875
2005-2006,2006,Weybridge Elementary School,NECAP Math Grades 3-8,49.55384615
2005-2006,2006,Weybridge Elementary School,NECAP Reading Grades 3-8,51.26153846
2005-2006,2006,Weybridge Elementary School,NECAP Writing Grade 5,57.06666667
2005-2006,2006,Whitcomb Jr/Sr High School,NECAP Math Grades 3-8,39.77777778
2005-2006,2006,Whitcomb Jr/Sr High School,NECAP Reading Grades 3-8,43.55555556
2005-2006,2006,Whitcomb Jr/Sr High School,NECAP Writing Grade 8,40.64705882
2005-2006,2006,White River School,NECAP Math Grades 3-8,42.47191011
2005-2006,2006,White River School,NECAP Reading Grades 3-8,44.49438202
2005-2006,2006,White River School,NECAP Writing Grade 5,37.5
2005-2006,2006,Whiting Village School,NECAP Math Grades 3-8,40.26666667
2005-2006,2006,Whiting Village School,NECAP Reading Grades 3-8,44.53333333
2005-2006,2006,Whiting Village School,NECAP Writing Grade 5,
2005-2006,2006,Whitingham Elementary School,NECAP Math Grades 3-8,40.40425532
2005-2006,2006,Whitingham Elementary School,NECAP Reading Grades 3-8,40.29787234
2005-2006,2006,Whitingham Elementary School,NECAP Writing Grade 5,40
2005-2006,2006,Williamstown Elementary School,NECAP Math Grades 3-8,39.1097561
2005-2006,2006,Williamstown Elementary School,NECAP Reading Grades 3-8,42.19512195
2005-2006,2006,Williamstown Elementary School,NECAP Writing Grade 5,37.84210526
2005-2006,2006,Williamstown Middle/High School,NECAP Math Grades 3-8,36.28358209
2005-2006,2006,Williamstown Middle/High School,NECAP Reading Grades 3-8,39.7761194
2005-2006,2006,Williamstown Middle/High School,NECAP Writing Grade 8,30.08108108
2005-2006,2006,Williston Schools,NECAP Math Grades 3-8,48.47866667
2005-2006,2006,Williston Schools,NECAP Reading Grades 3-8,49.01735648
2005-2006,2006,Williston Schools,NECAP Writing Grade 5,45.43137255
2005-2006,2006,Williston Schools,NECAP Writing Grade 8,45.3984375
2005-2006,2006,Windham Elementary School,NECAP Math Grades 3-8,40.92307692
2005-2006,2006,Windham Elementary School,NECAP Reading Grades 3-8,45.19230769
2005-2006,2006,Windham Elementary School,NECAP Writing Grade 5,
2005-2006,2006,Windsor High School,NECAP Math Grades 3-8,38.20512821
2005-2006,2006,Windsor High School,NECAP Reading Grades 3-8,43.53846154
2005-2006,2006,Windsor High School,NECAP Writing Grade 8,33.8974359
2005-2006,2006,Windsor State Street School,NECAP Math Grades 3-8,37.95505618
2005-2006,2006,Windsor State Street School,NECAP Reading Grades 3-8,43.19101124
2005-2006,2006,Windsor State Street School,NECAP Writing Grade 5,36.11111111
2005-2006,2006,Winooski Middle School,NECAP Math Grades 3-8,35.7047619
2005-2006,2006,Winooski Middle School,NECAP Reading Grades 3-8,40
2005-2006,2006,Winooski Middle School,NECAP Writing Grade 8,38.30909091
2005-2006,2006,Wolcott Elementary School,NECAP Math Grades 3-8,41.81188119
2005-2006,2006,Wolcott Elementary School,NECAP Reading Grades 3-8,43.93069307
2005-2006,2006,Wolcott Elementary School,NECAP Writing Grade 5,38.74074074
2005-2006,2006,Woodbury Elementary School,NECAP Math Grades 3-8,39.24390244
2005-2006,2006,Woodbury Elementary School,NECAP Reading Grades 3-8,41.68292683
2005-2006,2006,Woodbury Elementary School,NECAP Writing Grade 5,
2005-2006,2006,Woodford Hollow School,NECAP Math Grades 3-8,39.22727273
2005-2006,2006,Woodford Hollow School,NECAP Reading Grades 3-8,39.77272727
2005-2006,2006,Woodford Hollow School,NECAP Writing Grade 5,
2005-2006,2006,Woodstock Elementary School,NECAP Math Grades 3-8,46.17037037
2005-2006,2006,Woodstock Elementary School,NECAP Reading Grades 3-8,48.38518519
2005-2006,2006,Woodstock Elementary School,NECAP Writing Grade 5,38.55555556
2005-2006,2006,Woodstock Union Middle School,NECAP Math Grades 3-8,44.31764706
2005-2006,2006,Woodstock Union Middle School,NECAP Reading Grades 3-8,47.75294118
2005-2006,2006,Woodstock Union Middle School,NECAP Writing Grade 8,41.85882353
2006-2007,2007,Academy School,NECAP Math Grades 3-8,38.66666667
2006-2007,2007,Academy School,NECAP Reading Grades 3-8,40.93886463
2006-2007,2007,Academy School,NECAP Writing Grade 5,28.72916667
2006-2007,2007,Addison Central School,NECAP Math Grades 3-8,42.33333333
2006-2007,2007,Addison Central School,NECAP Reading Grades 3-8,44.89247312
2006-2007,2007,Addison Central School,NECAP Writing Grade 5,36
2006-2007,2007,Albany Community School,NECAP Math Grades 3-8,41.12328767
2006-2007,2007,Albany Community School,NECAP Reading Grades 3-8,48.32876712
2006-2007,2007,Albany Community School,NECAP Writing Grade 5,48.84615385
2006-2007,2007,Albany Community School,NECAP Writing Grade 8,48.33333333
2006-2007,2007,Albert Bridge Sch (W Wind),NECAP Math Grades 3-8,46.56818182
2006-2007,2007,Albert Bridge Sch (W Wind),NECAP Reading Grades 3-8,49.90909091
2006-2007,2007,Albert Bridge Sch (W Wind),NECAP Writing Grade 5,
2006-2007,2007,Albert D. Lawton School,NECAP Math Grades 3-8,43.54054054
2006-2007,2007,Albert D. Lawton School,NECAP Reading Grades 3-8,49.53603604
2006-2007,2007,Albert D. Lawton School,NECAP Writing Grade 8,42.64210526
2006-2007,2007,Alburgh Community Education Center,NECAP Math Grades 3-8,38.55479452
2006-2007,2007,Alburgh Community Education Center,NECAP Reading Grades 3-8,37.98630137
2006-2007,2007,Alburgh Community Education Center,NECAP Writing Grade 5,36.39285714
2006-2007,2007,Alburgh Community Education Center,NECAP Writing Grade 8,30.52
2006-2007,2007,Arlington Memorial School,NECAP Math Grade 11,34.41666667
2006-2007,2007,Arlington Memorial School,NECAP Math Grades 3-8,36.66666667
2006-2007,2007,Arlington Memorial School,NECAP Reading Grade 11,46.13888889
2006-2007,2007,Arlington Memorial School,NECAP Reading Grades 3-8,39.46666667
2006-2007,2007,Arlington Memorial School,NECAP Writing Grade 11,0
2006-2007,2007,Arlington Memorial School,NECAP Writing Grade 8,37.09090909
2006-2007,2007,Athens/Grafton Joint Contract School,NECAP Math Grades 3-8,44.9
2006-2007,2007,Athens/Grafton Joint Contract School,NECAP Reading Grades 3-8,45.21666667
2006-2007,2007,Athens/Grafton Joint Contract School,NECAP Writing Grade 5,50.16666667
2006-2007,2007,Bakersfield School,NECAP Math Grades 3-8,36.72897196
2006-2007,2007,Bakersfield School,NECAP Reading Grades 3-8,41.5
2006-2007,2007,Bakersfield School,NECAP Writing Grade 5,35.28571429
2006-2007,2007,Bakersfield School,NECAP Writing Grade 8,42.29411765
2006-2007,2007,Barnard Academy,NECAP Math Grades 3-8,46.04761905
2006-2007,2007,Barnard Academy,NECAP Reading Grades 3-8,51.73809524
2006-2007,2007,Barnard Academy,NECAP Writing Grade 5,
2006-2007,2007,Barnet Elementary School,NECAP Math Grades 3-8,45.78571429
2006-2007,2007,Barnet Elementary School,NECAP Reading Grades 3-8,47.73214286
2006-2007,2007,Barnet Elementary School,NECAP Writing Grade 5,40.31578947
2006-2007,2007,Barnet Elementary School,NECAP Writing Grade 8,43.23333333
2006-2007,2007,Barre City Elementary/Middle School,NECAP Math Grades 3-8,39.90091743
2006-2007,2007,Barre City Elementary/Middle School,NECAP Reading Grades 3-8,41.5412844
2006-2007,2007,Barre City Elementary/Middle School,NECAP Writing Grade 5,41.88095238
2006-2007,2007,Barre City Elementary/Middle School,NECAP Writing Grade 8,33.79591837
2006-2007,2007,Barre Town Elementary School,NECAP Math Grades 3-8,43.36949153
2006-2007,2007,Barre Town Elementary School,NECAP Reading Grades 3-8,46.35304054
2006-2007,2007,Barre Town Elementary School,NECAP Writing Grade 5,46.88073394
2006-2007,2007,Barre Town Elementary School,NECAP Writing Grade 8,40.08411215
2006-2007,2007,Barstow Memorial School,NECAP Math Grades 3-8,46.8121547
2006-2007,2007,Barstow Memorial School,NECAP Reading Grades 3-8,49.96685083
2006-2007,2007,Barstow Memorial School,NECAP Writing Grade 5,53.73170732
2006-2007,2007,Barstow Memorial School,NECAP Writing Grade 8,44.53846154
2006-2007,2007,Barton Graded School,NECAP Math Grades 3-8,42.58695652
2006-2007,2007,Barton Graded School,NECAP Reading Grades 3-8,43.77173913
2006-2007,2007,Barton Graded School,NECAP Writing Grade 5,42.5
2006-2007,2007,Barton Graded School,NECAP Writing Grade 8,30.95454545
2006-2007,2007,Beeman Elementary School,NECAP Math Grades 3-8,40.80392157
2006-2007,2007,Beeman Elementary School,NECAP Reading Grades 3-8,44.32352941
2006-2007,2007,Beeman Elementary School,NECAP Writing Grade 5,34.85
2006-2007,2007,Bellows Falls Middle School,NECAP Math Grades 3-8,36.71176471
2006-2007,2007,Bellows Falls Middle School,NECAP Reading Grades 3-8,40.57988166
2006-2007,2007,Bellows Falls Middle School,NECAP Writing Grade 8,30
2006-2007,2007,Bellows Falls UHS #27,NECAP Math Grade 11,35.65625
2006-2007,2007,Bellows Falls UHS #27,NECAP Reading Grade 11,45.28125
2006-2007,2007,Bellows Falls UHS #27,NECAP Writing Grade 11,0
2006-2007,2007,Bellows Free Academy (Fairfax),NECAP Math Grades 3-8,42.06442577
2006-2007,2007,Bellows Free Academy (Fairfax),NECAP Reading Grades 3-8,46.05882353
2006-2007,2007,Bellows Free Academy (Fairfax),NECAP Writing Grade 5,43.29824561
2006-2007,2007,Bellows Free Academy (Fairfax),NECAP Writing Grade 8,43.50617284
2006-2007,2007,Bellows Free Academy High School (Fairfax),NECAP Math Grade 11,31.12820513
2006-2007,2007,Bellows Free Academy High School (Fairfax),NECAP Reading Grade 11,43.27848101
2006-2007,2007,Bellows Free Academy High School (Fairfax),NECAP Writing Grade 11,0
2006-2007,2007,Bellows Free Academy USD #48 (St Albans),NECAP Math Grade 11,33.08029197
2006-2007,2007,Bellows Free Academy USD #48 (St Albans),NECAP Reading Grade 11,43.01459854
2006-2007,2007,Bellows Free Academy USD #48 (St Albans),NECAP Writing Grade 11,0
2006-2007,2007,Bennington Elementary School,NECAP Math Grades 3-8,38.45405405
2006-2007,2007,Bennington Elementary School,NECAP Reading Grades 3-8,43.14054054
2006-2007,2007,Bennington Elementary School,NECAP Writing Grade 5,33.51351351
2006-2007,2007,Benson Village School,NECAP Math Grades 3-8,38.15384615
2006-2007,2007,Benson Village School,NECAP Reading Grades 3-8,43.76923077
2006-2007,2007,Benson Village School,NECAP Writing Grade 5,
2006-2007,2007,Benson Village School,NECAP Writing Grade 8,35.76190476
2006-2007,2007,Berkshire Elementary School,NECAP Math Grades 3-8,38.875
2006-2007,2007,Berkshire Elementary School,NECAP Reading Grades 3-8,44.7265625
2006-2007,2007,Berkshire Elementary School,NECAP Writing Grade 5,36
2006-2007,2007,Berkshire Elementary School,NECAP Writing Grade 8,41.72413793
2006-2007,2007,Berlin Elementary School,NECAP Math Grades 3-8,42.53900709
2006-2007,2007,Berlin Elementary School,NECAP Reading Grades 3-8,44.41134752
2006-2007,2007,Berlin Elementary School,NECAP Writing Grade 5,37.08695652
2006-2007,2007,Bethel Elementary School,NECAP Math Grades 3-8,42.83333333
2006-2007,2007,Bethel Elementary School,NECAP Reading Grades 3-8,48.09803922
2006-2007,2007,Bethel Elementary School,NECAP Writing Grade 5,43.25925926
2006-2007,2007,Bingham Memorial School,NECAP Math Grades 3-8,50.07692308
2006-2007,2007,Bingham Memorial School,NECAP Reading Grades 3-8,53.07692308
2006-2007,2007,Bingham Memorial School,NECAP Writing Grade 5,58.33333333
2006-2007,2007,Black River US #39,NECAP Math Grade 11,29.60714286
2006-2007,2007,Black River US #39,NECAP Math Grades 3-8,37.92
2006-2007,2007,Black River US #39,NECAP Reading Grade 11,40.71428571
2006-2007,2007,Black River US #39,NECAP Reading Grades 3-8,43.44
2006-2007,2007,Black River US #39,NECAP Writing Grade 11,0
2006-2007,2007,Black River US #39,NECAP Writing Grade 8,36.32
2006-2007,2007,Blue Mountain US #21,NECAP Math Grade 11,32.17647059
2006-2007,2007,Blue Mountain US #21,NECAP Math Grades 3-8,42.75483871
2006-2007,2007,Blue Mountain US #21,NECAP Reading Grade 11,40.52941176
2006-2007,2007,Blue Mountain US #21,NECAP Reading Grades 3-8,44.20779221
2006-2007,2007,Blue Mountain US #21,NECAP Writing Grade 11,0
